qufu(3).Resampled(3).Label-Analysis(2),,,,,,,,,,13.692,,,,,,,,,21213
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,13.692,,20,12278,21213,0.578796021,,,,
2560,889.043,16.9726,3907.06,4227.1,1648.43,2093,,,,14.3152,,,,,,,,,
58240,7655.85,48.0922,2741.42,4311.6,1662.23,2094,,,,14.3152,,,,,,,,,
6144,1622.96,22.724,2895.33,4417.73,1648.22,2095,,,,14.3152,,,,,,,,,
1728,687.911,14.8884,3777.62,1439.7,1650.64,2096,,,,14.3152,,,,,,,,,
42560,5979.91,43.3179,2593.6,1645.18,1663.45,2097,,,,14.3152,,,,,,,,,
20800,3852.88,34.121,3048.24,2295.67,1659.46,2098,,,,14.3152,,,,,,,,,
112832,11546,59.9531,3930.41,2612.52,1674.68,2099,,,,14.3152,,,,,,,,,
15104,3011.6,30.6689,2728.18,3574.14,1657.66,2100,,,,14.3152,,,,,,,,,
2368,849.772,16.5372,3270.85,3596.51,1651.26,2101,,,,14.3152,,,,,,,,,
8320,2271.63,25.1406,4031.54,3705.1,1653.52,2102,,,,14.3152,,,,,,,,,
15936,3074.16,31.222,3020.9,4006.54,1657.04,2103,,,,14.3152,,,,,,,,,
74048,11805.1,52.1001,3295.49,4165.48,1669.49,2104,,,,14.3152,,,,,,,,,
1536,621.765,14.3152,3282.96,4265.1,1648.93,2105,,,,14.3152,,,,,,,,,
3008,1002.89,17.9099,3884.4,4322.68,1650.25,2106,,,,14.3152,,,,,,,,,
2048,905.279,15.7559,2773.83,4390.1,1649.56,2107,,,,14.3152,,,,,,,,,
96000,10836,56.8099,3274.08,4471.69,1673.65,2108,,,,14.3152,,,,,,,,,
5440,1483.08,21.8206,2230.77,4496.33,1651.4,2109,,,,14.3152,,,,,,,,,
23232,4007.57,35.4021,3828.92,2013.16,1661.81,2110,,,,14.3152,,,,,,,,,
5120,1435.63,21.3841,2672.36,2096.35,1654.98,2111,,,,14.3152,,,,,,,,,
2176,799.21,16.0776,3848.96,2302.04,1651.99,2112,,,,14.3152,,,,,,,,,
53184,7010.54,46.6581,3302.57,2336.98,1670.2,2113,,,,14.3152,,,,,,,,,
1792,685.232,15.07,3995.81,2693.1,1652.93,2114,,,,14.3152,,,,,,,,,
2816,960.612,17.5204,3151.5,3362.28,1655.3,2115,,,,14.3152,,,,,,,,,
84608,9795.41,54.4675,2402.37,3745.1,1677.74,2116,,,,14.3152,,,,,,,,,
1344,571.872,13.692,3963.15,3816.82,1652.26,2117,,,,14.3152,,,,,,,,,
3584,1124.03,18.987,2857.74,3973.1,1657,2118,,,,14.3152,,,,,,,,,
1664,652.199,14.7023,3349.11,4012.95,1651.24,2119,,,,14.3152,,,,,,,,,
6528,1680.68,23.1879,2297.19,4103.06,1656.15,2120,,,,14.3152,,,,,,,,,
19584,3582.47,33.4427,3909.36,4129.34,1662.54,2121,,,,14.3152,,,,,,,,,
2816,958.812,17.5204,2298.41,4202.92,1651.66,2122,,,,14.3152,,,,,,,,,
3328,1064.57,18.5237,3014.34,4336.26,1652.55,2123,,,,14.3152,,,,,,,,,
2048,762.187,15.7559,2665.83,4392.48,1653.81,2124,,,,14.3152,,,,,,,,,
3968,1203.24,19.6422,2882.89,4491.43,1655.19,2125,,,,14.3152,,,,,,,,,
1856,700.423,15.2473,2625.99,4552.9,1650.93,2126,,,,14.3152,,,,,,,,,
53696,8220.81,46.8074,2315.69,4628.66,1667.47,2127,,,,14.3152,,,,,,,,,
1664,679.926,14.7023,2675.73,4624.03,1653.09,2128,,,,14.3152,,,,,,,,,
2752,941.406,17.3867,3820.72,1687.47,1661.16,2129,,,,14.3152,,,,,,,,,
1920,740.098,15.4206,2726.69,1824.04,1660.26,2130,,,,14.3152,,,,,,,,,
4672,1349.46,20.7412,2966.46,1992.31,1660.14,2131,,,,14.3152,,,,,,,,,
141696,13347.2,64.6824,2538.41,2920.75,1684.49,2132,,,,14.3152,,,,,,,,,
8704,2380.97,25.5215,3376.13,3184.66,1668.52,2133,,,,14.3152,,,,,,,,,
5248,1415.7,21.5608,2351.64,3899.1,1658.39,2134,,,,14.3152,,,,,,,,,
1344,556.733,13.692,2180.67,4334.34,1654.36,2135,,,,14.3152,,,,,,,,,
1792,675.558,15.07,3974.96,4503.1,1658.65,2136,,,,14.3152,,,,,,,,,
2368,849.983,16.5372,2704.47,1080.72,1661.31,2137,,,,14.3152,,,,,,,,,
1856,759.507,15.2473,2753.44,1366.28,1663.21,2138,,,,14.3152,,,,,,,,,
75072,8882.04,52.3391,3673.55,1492.95,1681.47,2139,,,,14.3152,,,,,,,,,
1792,700.423,15.07,2380.81,1884.67,1659.07,2140,,,,14.3152,,,,,,,,,
29120,4703.9,38.1708,2518.89,1940.45,1673.16,2141,,,,14.3152,,,,,,,,,
3328,1073.92,18.5237,3185.03,1954.64,1663.01,2142,,,,14.3152,,,,,,,,,
1728,704.44,14.8884,3113.77,1961.77,1660.86,2143,,,,14.3152,,,,,,,,,
28224,5253.73,37.7752,3761.54,2278.1,1676.27,2144,,,,14.3152,,,,,,,,,
2624,885.642,17.1128,2772.52,2322.13,1660.49,2145,,,,14.3152,,,,,,,,,
3776,1177.93,19.3202,2591.09,2432.46,1664.29,2146,,,,14.3152,,,,,,,,,
3776,1164.65,19.3202,3388.52,2573.27,1662.52,2147,,,,14.3152,,,,,,,,,
2048,757.195,15.7559,3405.33,2707.48,1660.93,2148,,,,14.3152,,,,,,,,,
11200,2374.19,27.7592,4020.37,3293.66,1667.71,2149,,,,14.3152,,,,,,,,,
4224,1374.69,20.0559,3942.84,3524.19,1669.9,2150,,,,14.3152,,,,,,,,,
1344,577.766,13.692,2455.34,3765.77,1661.79,2151,,,,14.3152,,,,,,,,,
1856,709.56,15.2473,2289.16,3916.62,1659.48,2152,,,,14.3152,,,,,,,,,
2688,903.408,17.2508,2181.62,4044.72,1661.41,2153,,,,14.3152,,,,,,,,,
2944,1083.96,17.782,2208.35,4153.45,1664.24,2154,,,,14.3152,,,,,,,,,
700032,40309.9,110.164,2890.48,4175.14,1710.78,2155,,,,14.3152,,,,,,,,,
2112,785.952,15.9184,2167.93,4352.56,1659.42,2156,,,,14.3152,,,,,,,,,
6336,1649.01,22.9583,2521.1,4535.67,1663.21,2157,,,,14.3152,,,,,,,,,
1856,711.466,15.2473,2639.37,1301.86,1664.72,2158,,,,14.3152,,,,,,,,,
5120,1609.11,21.3841,3344.31,1519,1666.68,2159,,,,14.3152,,,,,,,,,
1536,621.949,14.3152,3685.96,1930.44,1665.93,2160,,,,14.3152,,,,,,,,,
1408,681.728,13.906,3149.5,2008.56,1666.2,2161,,,,14.3152,,,,,,,,,
90176,9954.33,55.6371,2309.06,2171.63,1686.73,2162,,,,14.3152,,,,,,,,,
4032,1237.82,19.7473,2575.21,2199.67,1668.39,2163,,,,14.3152,,,,,,,,,
10368,2383.71,27.054,3159.2,2701.23,1671.28,2164,,,,14.3152,,,,,,,,,
1344,550.065,13.692,2766.96,3831.48,1662.93,2165,,,,14.3152,,,,,,,,,
127488,12538,62.4439,2658.4,3929.82,1690.7,2166,,,,14.3152,,,,,,,,,
13760,2806.26,29.7308,3891.98,4256.94,1671.1,2167,,,,14.3152,,,,,,,,,
3968,1196.02,19.6422,2857.09,1270.07,1671.19,2168,,,,14.3152,,,,,,,,,
215424,21964.7,74.3758,3883.93,1398.19,1700.58,2169,,,,14.3152,,,,,,,,,
5824,1564.18,22.3224,2698.47,1402.62,1672.95,2170,,,,14.3152,,,,,,,,,
6144,1615.7,22.724,3096.96,1415.77,1673.47,2171,,,,14.3152,,,,,,,,,
4032,1211.61,19.7473,3006.38,1473.07,1670.93,2172,,,,14.3152,,,,,,,,,
4672,1356.97,20.7412,3845.37,2197.84,1671.7,2173,,,,14.3152,,,,,,,,,
2048,768.907,15.7559,2798.21,2335.98,1668.93,2174,,,,14.3152,,,,,,,,,
1344,576.967,13.692,4048.67,3087.67,1668.65,2175,,,,14.3152,,,,,,,,,
860992,47866.6,118.032,3495.89,3778.53,1719.61,2176,,,,14.3152,,,,,,,,,
1664,729.926,14.7023,3974.8,3933.26,1667.24,2177,,,,14.3152,,,,,,,,,
5120,1418.66,21.3841,4000.26,4122.65,1670.73,2178,,,,14.3152,,,,,,,,,
8704,2414.1,25.5215,2182.28,4318.16,1681.37,2179,,,,14.3152,,,,,,,,,
3328,1043.75,18.5237,3973.19,4565.56,1671.24,2180,,,,14.3152,,,,,,,,,
2368,853.251,16.5372,3792.15,1613.59,1675.04,2181,,,,14.3152,,,,,,,,,
2752,933.658,17.3867,3225.19,2789.06,1674.19,2182,,,,14.3152,,,,,,,,,
1728,682.553,14.8884,3474.66,2792.73,1671.82,2183,,,,14.3152,,,,,,,,,
1792,700.291,15.07,3185.38,3511.96,1672.36,2184,,,,14.3152,,,,,,,,,
2496,846.792,16.8299,3353.73,4216.33,1673.7,2185,,,,14.3152,,,,,,,,,
38400,6387.23,41.8579,2369.62,4460.39,1684.3,2186,,,,14.3152,,,,,,,,,
7680,1885.85,24.4787,3312.16,1437.04,1683.8,2187,,,,14.3152,,,,,,,,,
3072,1008.09,18.036,2543.79,1792.77,1678.51,2188,,,,14.3152,,,,,,,,,
2304,819.653,16.3868,2960.07,3153.33,1676.82,2189,,,,14.3152,,,,,,,,,
2880,1176.34,17.6522,3953.27,3970.21,1679.73,2190,,,,14.3152,,,,,,,,,
6464,1918.68,23.1118,3892.03,4413.72,1677.82,2191,,,,14.3152,,,,,,,,,
5376,1464.52,21.7347,2672,4495.06,1678.88,2192,,,,14.3152,,,,,,,,,
104256,13496.5,58.3939,2802.13,4622.21,1706.4,2193,,,,14.3152,,,,,,,,,
235264,19921,76.5924,2646.24,1536.18,1713.61,2194,,,,14.3152,,,,,,,,,
1920,724.294,15.4206,3077.22,1547.1,1682.13,2195,,,,14.3152,,,,,,,,,
4032,1213.57,19.7473,3774.89,1917.52,1685.79,2196,,,,14.3152,,,,,,,,,
974976,50316.4,123.026,2898.3,2139.45,1744,2197,,,,14.3152,,,,,,,,,
5888,1560.86,22.4039,3607.09,3348.15,1684.84,2198,,,,14.3152,,,,,,,,,
1344,575.192,13.692,2272.67,3383.48,1681.41,2199,,,,14.3152,,,,,,,,,
11712,2487.15,28.1759,3110.41,3808,1687.02,2200,,,,14.3152,,,,,,,,,
1664,652.199,14.7023,2212.65,3988.8,1678.93,2201,,,,14.3152,,,,,,,,,
16128,3129.06,31.3469,2548.51,4068.66,1688.98,2202,,,,14.3152,,,,,,,,,
2560,893.954,16.9726,3653.06,4170.5,1683.83,2203,,,,14.3152,,,,,,,,,
3200,1028.43,18.2831,2320.72,4276.94,1681.33,2204,,,,14.3152,,,,,,,,,
1408,571.333,13.906,4062.96,4443.65,1679.48,2205,,,,14.3152,,,,,,,,,
2112,821.428,15.9184,2511.44,1442.98,1687.42,2206,,,,14.3152,,,,,,,,,
217792,19275.4,74.6474,2793.78,1649.24,1710.77,2207,,,,14.3152,,,,,,,,,
4608,1332.64,20.6461,2190.51,1645.49,1686.54,2208,,,,14.3152,,,,,,,,,
8320,1991.1,25.1406,2810.31,1833.38,1691.42,2209,,,,14.3152,,,,,,,,,
156736,14375.6,66.8945,2551.36,3260.22,1711.42,2210,,,,14.3152,,,,,,,,,
10432,2311.48,27.1096,3808.23,3330.71,1693.7,2211,,,,14.3152,,,,,,,,,
48192,6451.4,45.1501,3862.71,3715.88,1699.89,2212,,,,14.3152,,,,,,,,,
1600,634.486,14.5113,3775.92,3971.1,1685.33,2213,,,,14.3152,,,,,,,,,
2944,975.907,17.782,3295.39,4245.71,1684.32,2214,,,,14.3152,,,,,,,,,
3776,1155.59,19.3202,3796.79,4693.34,1684.83,2215,,,,14.3152,,,,,,,,,
4032,1214.37,19.7473,2548.54,1989.83,1690.61,2216,,,,14.3152,,,,,,,,,
1792,688.685,15.07,3857.1,3166.96,1687.5,2217,,,,14.3152,,,,,,,,,
42752,6013.16,43.383,3230.53,3795.17,1704.61,2218,,,,14.3152,,,,,,,,,
7104,1797.34,23.8507,3106.85,4032.33,1691.04,2219,,,,14.3152,,,,,,,,,
1600,636.956,14.5113,3417.2,4041.18,1687.09,2220,,,,14.3152,,,,,,,,,
9600,2207.5,26.3688,4061.86,4635.58,1696.66,2221,,,,14.3152,,,,,,,,,
5184,1419.26,21.4728,3421.97,3243.89,1694.64,2222,,,,14.3152,,,,,,,,,
13504,2756.31,29.5453,3031.43,4455.5,1701.95,2223,,,,14.3152,,,,,,,,,
2496,864.478,16.8299,3121.21,1662.38,1697.09,2224,,,,14.3152,,,,,,,,,
2560,891.433,16.9726,2204.76,1764.8,1700.23,2225,,,,14.3152,,,,,,,,,
141312,16469.9,64.624,3218.81,1782.25,1725,2226,,,,14.3152,,,,,,,,,
1472,627.82,14.1136,3108.52,1814.23,1695.45,2227,,,,14.3152,,,,,,,,,
1792,693.755,15.07,2840.38,1818.25,1695.22,2228,,,,14.3152,,,,,,,,,
8768,2059.13,25.5839,3896.59,3119.16,1702.7,2229,,,,14.3152,,,,,,,,,
14464,2879.06,30.2294,3461.4,3500.59,1704.31,2230,,,,14.3152,,,,,,,,,
6720,1717.11,23.413,2937.13,3786.26,1702.51,2231,,,,14.3152,,,,,,,,,
3136,1019.91,18.1604,3476.83,3959.84,1697.71,2232,,,,14.3152,,,,,,,,,
1408,689.968,13.906,2194.05,4164.56,1697.84,2233,,,,14.3152,,,,,,,,,
1984,739.43,15.5901,3124.25,4186.97,1698.03,2234,,,,14.3152,,,,,,,,,
4352,1321.21,20.2565,2643.19,4237.22,1699.4,2235,,,,14.3152,,,,,,,,,
2560,884.845,16.9726,2178.86,4280.8,1694.93,2236,,,,14.3152,,,,,,,,,
3584,1100.98,18.987,2927.6,4363.67,1696.5,2237,,,,14.3152,,,,,,,,,
11008,2410.84,27.5996,3099.79,4648.64,1702.33,2238,,,,14.3152,,,,,,,,,
1408,583.925,13.906,3290.05,1090.92,1703.11,2239,,,,14.3152,,,,,,,,,
2944,987.082,17.782,3787.65,1370.93,1704.41,2240,,,,14.3152,,,,,,,,,
1920,740.197,15.4206,2973.36,1379.64,1701.33,2241,,,,14.3152,,,,,,,,,
1792,694.633,15.07,2400.81,1520.1,1700.07,2242,,,,14.3152,,,,,,,,,
9152,2115.84,25.9521,2482.37,1829.65,1704.27,2243,,,,14.3152,,,,,,,,,
22592,5022.62,35.074,2859.7,1943.45,1713.42,2244,,,,14.3152,,,,,,,,,
1344,562.629,13.692,3980.1,2019.29,1701.6,2245,,,,14.3152,,,,,,,,,
3008,990.429,17.9099,2545,2021.57,1704.55,2246,,,,14.3152,,,,,,,,,
38016,6336.55,41.7179,3081.25,2923.76,1713.4,2247,,,,14.3152,,,,,,,,,
5952,1612.94,22.4848,2315.39,3759.7,1705,2248,,,,14.3152,,,,,,,,,
11264,2438.9,27.8119,2353.98,3917.76,1706.86,2249,,,,14.3152,,,,,,,,,
1664,658.093,14.7023,3362.65,4322.49,1700.93,2250,,,,14.3152,,,,,,,,,
7552,2180.08,24.3419,3710.58,4482.7,1704.76,2251,,,,14.3152,,,,,,,,,
4288,1253.11,20.1567,3851.49,4479.34,1704.54,2252,,,,14.3152,,,,,,,,,
177408,20808.2,69.7148,3058.74,4627.23,1732.73,2253,,,,14.3152,,,,,,,,,
1856,745.889,15.2473,3928.2,1277.59,1706.93,2254,,,,14.3152,,,,,,,,,
17920,3794.28,32.4673,2958.83,1298.57,1713.23,2255,,,,14.3152,,,,,,,,,
2688,935.072,17.2508,3766.58,1586.15,1707.6,2256,,,,14.3152,,,,,,,,,
1536,619.271,14.3152,3280.79,1683.44,1704.6,2257,,,,14.3152,,,,,,,,,
2048,759.232,15.7559,2914.58,1911.6,1705.81,2258,,,,14.3152,,,,,,,,,
136256,13279.1,63.8438,3324.45,3416.11,1735.49,2259,,,,14.3152,,,,,,,,,
19008,3760.39,33.1115,2387.89,3450.73,1713.65,2260,,,,14.3152,,,,,,,,,
5888,1570.1,22.4039,2838.3,3984.97,1705.97,2261,,,,14.3152,,,,,,,,,
1664,649.14,14.7023,3687.11,4178.49,1702.62,2262,,,,14.3152,,,,,,,,,
1600,660.774,14.5113,3461.68,4208.22,1705.65,2263,,,,14.3152,,,,,,,,,
5440,1466.47,21.8206,2838.11,4244.33,1706.6,2264,,,,14.3152,,,,,,,,,
108416,11219.3,59.1605,3005.66,4365.21,1728.1,2265,,,,14.3152,,,,,,,,,
3968,1190.68,19.6422,2749.67,4472.59,1707.58,2266,,,,14.3152,,,,,,,,,
1920,717.52,15.4206,3503.22,4690.7,1705.2,2267,,,,14.3152,,,,,,,,,
6464,1690.03,23.1118,3155.15,1184.69,1712.44,2268,,,,14.3152,,,,,,,,,
36800,5520.51,41.2683,3546.96,1529.68,1723.09,2269,,,,14.3152,,,,,,,,,
2304,822.176,16.3868,3080.18,1693.44,1708.93,2270,,,,14.3152,,,,,,,,,
1984,747.076,15.5901,2684.89,1735.36,1710.42,2271,,,,14.3152,,,,,,,,,
5824,1599.45,22.3224,2595.88,3285.08,1710.36,2272,,,,14.3152,,,,,,,,,
4864,1374.02,21.0216,3844.48,3512.63,1713.25,2273,,,,14.3152,,,,,,,,,
54080,6948.89,46.9187,2863.37,3921.91,1724.15,2274,,,,14.3152,,,,,,,,,
227200,18626.5,75.7071,2297.36,3986.43,1739.56,2275,,,,14.3152,,,,,,,,,
223360,18778,75.2782,3379.91,4027.32,1739.21,2276,,,,14.3152,,,,,,,,,
4800,1346.19,20.929,3859.17,4118.14,1710.02,2277,,,,14.3152,,,,,,,,,
1536,625.967,14.3152,3996.96,4159.1,1710.1,2278,,,,14.3152,,,,,,,,,
1920,720.736,15.4206,2520.42,4206.44,1707.6,2279,,,,14.3152,,,,,,,,,
3584,1137.23,18.987,2239.03,4223.75,1709.79,2280,,,,14.3152,,,,,,,,,
2688,911.667,17.2508,2207.34,4229.01,1708.36,2281,,,,14.3152,,,,,,,,,
3392,1053.92,18.6417,2436.84,4263.25,1708.89,2282,,,,14.3152,,,,,,,,,
1728,667.547,14.8884,2919.55,4339.84,1707.52,2283,,,,14.3152,,,,,,,,,
2688,912.061,17.2508,3104.96,4395.67,1709.22,2284,,,,14.3152,,,,,,,,,
7488,1821.82,24.2729,3401.49,4394.04,1713.5,2285,,,,14.3152,,,,,,,,,
1472,601.558,14.1136,3998.09,4422.06,1706.58,2286,,,,14.3152,,,,,,,,,
4288,1453.16,20.1567,2718.96,4598.51,1710.51,2287,,,,14.3152,,,,,,,,,
3776,1240.58,19.3202,3362.75,4729.48,1708.63,2288,,,,14.3152,,,,,,,,,
1344,588.837,13.692,2525.81,1107.86,1714.55,2289,,,,14.3152,,,,,,,,,
16768,3256.35,31.7561,3013.26,1655.62,1722.99,2290,,,,14.3152,,,,,,,,,
2048,760.332,15.7559,3277.58,2185.1,1712.43,2291,,,,14.3152,,,,,,,,,
4992,1396.8,21.2044,3142.19,2645.36,1715.91,2292,,,,14.3152,,,,,,,,,
1984,738.605,15.5901,3254.96,2889.81,1711.83,2293,,,,14.3152,,,,,,,,,
1472,585.751,14.1136,2210.96,3999.1,1710.93,2294,,,,14.3152,,,,,,,,,
1344,571.819,13.692,2265.05,4210.91,1713.22,2295,,,,14.3152,,,,,,,,,
18624,4287.55,32.887,3106.3,4290.58,1723.01,2296,,,,14.3152,,,,,,,,,
1408,580.445,13.906,3872.59,4356.19,1710.57,2297,,,,14.3152,,,,,,,,,
2944,977.918,17.782,4029.83,4615.02,1715.97,2298,,,,14.3152,,,,,,,,,
1856,708.945,15.2473,3478.54,3517.59,1718.93,2299,,,,14.3152,,,,,,,,,
21184,3743.12,34.3297,2464.16,4039.54,1727.48,2300,,,,14.3152,,,,,,,,,
1856,714.787,15.2473,2172.89,4074.96,1717.55,2301,,,,14.3152,,,,,,,,,
2240,816.949,16.2337,3225.58,4085.27,1717.9,2302,,,,14.3152,,,,,,,,,
1472,601.425,14.1136,2212.87,4120.84,1715.11,2303,,,,14.3152,,,,,,,,,
2240,828.019,16.2337,2573.81,4534.76,1718.13,2304,,,,14.3152,,,,,,,,,
85568,9797.67,54.6728,2393.04,1362.04,1743.06,2305,,,,14.3152,,,,,,,,,
5312,1710.96,21.6481,3091.73,1548.21,1724.14,2306,,,,14.3152,,,,,,,,,
3456,1115.99,18.7582,4042.88,1747.99,1723.89,2307,,,,14.3152,,,,,,,,,
4352,1457.3,20.2565,3380.43,2056.57,1724.11,2308,,,,14.3152,,,,,,,,,
2624,905.077,17.1128,2899.74,2960.18,1720.1,2309,,,,14.3152,,,,,,,,,
