qufu(3).Resampled(3).Label-Analysis(2),,,,,,,,,,13.692,,,,,,,,,21213
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,13.692,,20,12278,21213,0.578796021,,,,
213440,18114.1,74.1468,3459.26,2189.6,4922.75,14931,,,,23.7789,,,,,,,,,
2304,816.149,16.3868,3981.51,2853.44,4885.93,14932,,,,23.7789,,,,,,,,,
45376,6192.01,44.253,3018.34,3020.98,4899.62,14933,,,,23.7789,,,,,,,,,
2560,888.034,16.9726,2867.16,3554.1,4885.53,14934,,,,23.7789,,,,,,,,,
2880,966.533,17.6522,2738.07,3838.48,4886.13,14935,,,,23.7789,,,,,,,,,
1536,604.184,14.3152,2326.96,4147.1,4885.93,14936,,,,23.7789,,,,,,,,,
2560,890.87,16.9726,2433.76,1583.3,4889.23,14937,,,,23.7789,,,,,,,,,
2432,851.193,16.6848,3974.54,1660.58,4889.56,14938,,,,23.7789,,,,,,,,,
6208,1680.78,22.8026,2515.66,1782.73,4892.87,14939,,,,23.7789,,,,,,,,,
1792,713.653,15.07,2615.38,1895.96,4889.65,14940,,,,23.7789,,,,,,,,,
1472,594.889,14.1136,3246.61,2423.28,4890.41,14941,,,,23.7789,,,,,,,,,
4864,1368.22,21.0216,2391.54,2847.79,4890.77,14942,,,,23.7789,,,,,,,,,
1344,553.518,13.692,3006.96,3318.72,4887.12,14943,,,,23.7789,,,,,,,,,
1408,582.915,13.906,3093.32,3351.47,4889.3,14944,,,,23.8507,,,,,,,,,
10880,2504.1,27.4922,3999.62,3708.51,4897,14945,,,,23.8507,,,,,,,,,
3264,1056.13,18.4042,2843.82,3839.89,4889.68,14946,,,,23.8507,,,,,,,,,
2176,801.679,16.0776,2427.07,3904.99,4887.87,14947,,,,23.8507,,,,,,,,,
4096,1223.56,19.8512,3010.64,3957.6,4891.18,14948,,,,23.8507,,,,,,,,,
1728,666.878,14.8884,3757.62,4031.99,4886.34,14949,,,,23.8507,,,,,,,,,
13248,2690.66,29.3574,3890.57,4045.75,4898.58,14950,,,,23.8507,,,,,,,,,
3072,1041.66,18.036,3781.21,4076.85,4891.93,14951,,,,23.8507,,,,,,,,,
2496,1047.58,16.8299,2374.14,4269.87,4892.88,14952,,,,23.8507,,,,,,,,,
593600,36189.4,104.271,3810.22,1704.97,4953.12,14953,,,,23.8507,,,,,,,,,
17664,3312.89,32.312,3247.71,1725.12,4902.12,14954,,,,23.8507,,,,,,,,,
3584,1126.68,18.987,2290.74,1772.32,4893.79,14955,,,,23.8507,,,,,,,,,
2688,929.484,17.2508,3067.62,1769.77,4895.31,14956,,,,23.8507,,,,,,,,,
108480,11384.6,59.1721,3321.84,1796.6,4918.81,14957,,,,23.8507,,,,,,,,,
11712,2499.61,28.1759,2226.72,1985.7,4899.57,14958,,,,23.8507,,,,,,,,,
1344,553.49,13.692,3107.15,3730.72,4890.93,14959,,,,23.8507,,,,,,,,,
5184,1504.24,21.4728,3960.14,3984.53,4899.08,14960,,,,23.8507,,,,,,,,,
1664,655.572,14.7023,3020.96,4062.49,4893.39,14961,,,,23.8507,,,,,,,,,
1600,757.732,14.5113,3327.6,4071.1,4893.97,14962,,,,23.8507,,,,,,,,,
1600,755.158,14.5113,3138,4082.62,4899.25,14963,,,,23.8507,,,,,,,,,
1728,664.12,14.8884,3131.7,4159.4,4894.19,14964,,,,23.8507,,,,,,,,,
2368,843.983,16.5372,3014.85,4270.24,4894.39,14965,,,,23.8507,,,,,,,,,
1536,613.559,14.3152,3025.96,4295.94,4890.43,14966,,,,23.8507,,,,,,,,,
2432,843.366,16.6848,2673.69,4310.16,4893.35,14967,,,,23.8507,,,,,,,,,
1536,628.643,14.3152,3258.96,1353.27,4897.43,14968,,,,23.8507,,,,,,,,,
4160,1246.63,19.9541,3106.77,1574,4900.29,14969,,,,23.8507,,,,,,,,,
4736,1453.19,20.8355,2871.44,1750.56,4901.36,14970,,,,23.8507,,,,,,,,,
78976,9062.08,53.2311,2997.81,2044.75,4918.81,14971,,,,23.8507,,,,,,,,,
8192,1950.6,25.011,3281.08,2376.7,4901.81,14972,,,,23.8507,,,,,,,,,
46528,6381.43,44.6244,2784.95,2388.64,4912.39,14973,,,,23.8507,,,,,,,,,
33024,5024.16,39.8056,2819.37,2518.17,4909.62,14974,,,,23.8507,,,,,,,,,
1536,631.139,14.3152,2905.12,3273.44,4895.43,14975,,,,23.8507,,,,,,,,,
1920,718.267,15.4206,3282.56,3424.7,4897.6,14976,,,,23.8507,,,,,,,,,
2112,775.497,15.9184,3390.71,3554.5,4895.78,14977,,,,23.8507,,,,,,,,,
3968,1188.44,19.6422,2627.21,3896.26,4897.25,14978,,,,23.8507,,,,,,,,,
7104,1742.01,23.8507,3096.94,4062.96,4902.72,14979,,,,23.8507,,,,,,,,,
1408,607.531,13.906,4044.96,4068.92,4895.84,14980,,,,23.9221,,,,,,,,,
1856,700.475,15.2473,2317.58,4106.55,4897.55,14981,,,,23.9221,,,,,,,,,
4736,1360.14,20.8355,3549.5,4163.7,4897.9,14982,,,,23.9221,,,,,,,,,
3072,1009.78,18.036,2758.04,1957.85,4903.1,14983,,,,23.9221,,,,,,,,,
2240,801.196,16.2337,3402.5,1979.56,4900.53,14984,,,,23.9221,,,,,,,,,
2880,982.522,17.6522,2794.78,2202.84,4903.2,14985,,,,23.9221,,,,,,,,,
4288,1259.19,20.1567,2668.69,2450.39,4902.93,14986,,,,23.9221,,,,,,,,,
5760,1529.89,22.2403,3835.89,2543.1,4906.89,14987,,,,23.9221,,,,,,,,,
2432,831.471,16.6848,2685.8,2809.63,4901.25,14988,,,,23.9221,,,,,,,,,
2176,786.673,16.0776,3100.96,2966.28,4899.75,14989,,,,23.9221,,,,,,,,,
8960,2072.77,25.7693,2929.76,3280.02,4906.36,14990,,,,23.9221,,,,,,,,,
1792,678.826,15.07,3438.67,3455.25,4902.22,14991,,,,23.9221,,,,,,,,,
2688,924.494,17.2508,2964.58,3523.86,4903.22,14992,,,,23.9221,,,,,,,,,
4416,1498.38,20.3553,2816.58,3640.55,4906,14993,,,,23.9221,,,,,,,,,
1344,556.76,13.692,3160.29,3910.72,4899.31,14994,,,,23.9221,,,,,,,,,
1600,664.894,14.5113,3971.12,3913.18,4902.29,14995,,,,23.9221,,,,,,,,,
1728,690.199,14.8884,3128.44,3945.47,4900.12,14996,,,,23.9221,,,,,,,,,
1600,622.028,14.5113,2442.8,3955.26,4899.73,14997,,,,23.9221,,,,,,,,,
2368,856.52,16.5372,4027.28,3982.35,4902.61,14998,,,,23.9221,,,,,,,,,
14784,3756.77,30.4507,3107.32,4018.1,4913.56,14999,,,,23.9221,,,,,,,,,
2304,805.158,16.3868,2912.29,4072.77,4900.93,15000,,,,23.9221,,,,,,,,,
3904,1376.38,19.5361,3261.19,4143.04,4903.92,15001,,,,23.9221,,,,,,,,,
2368,825.523,16.5372,3888.58,4152.4,4900.12,15002,,,,23.9221,,,,,,,,,
1536,610.184,14.3152,2458.46,4235.77,4899.26,15003,,,,23.9221,,,,,,,,,
2368,943.489,16.5372,3295.5,4311.86,4900.44,15004,,,,23.9221,,,,,,,,,
193344,25649.4,71.7427,3859.68,1544.5,4939.68,15005,,,,23.9221,,,,,,,,,
196480,17791.4,72.1285,2599.73,1823.72,4932.94,15006,,,,23.9221,,,,,,,,,
2496,891.537,16.8299,2716.91,1824.03,4906.73,15007,,,,23.9221,,,,,,,,,
2432,1021.5,16.6848,2424.32,1859.21,4909.35,15008,,,,23.9221,,,,,,,,,
3200,1025.78,18.2831,2653.84,1905.5,4907.73,15009,,,,23.9931,,,,,,,,,
3648,1114.68,19.0994,2594.82,1934.19,4904.9,15010,,,,23.9931,,,,,,,,,
1408,583.793,13.906,3141.87,2491.83,4902.2,15011,,,,23.9931,,,,,,,,,
8576,2022.41,25.3958,3845.82,2669.64,4911.11,15012,,,,23.9931,,,,,,,,,
2048,754.569,15.7559,2431.46,3134.73,4906.56,15013,,,,23.9931,,,,,,,,,
11264,2397.02,27.8119,2465.05,3217.47,4911.89,15014,,,,23.9931,,,,,,,,,
4480,1275.54,20.4531,3834.33,3793.1,4906.59,15015,,,,23.9931,,,,,,,,,
2752,954.847,17.3867,2277.75,3862.92,4907.4,15016,,,,23.9931,,,,,,,,,
1600,636.314,14.5113,3121.84,3890.3,4902.61,15017,,,,23.9931,,,,,,,,,
5440,1960.26,21.8206,3124.46,4046.96,4918.46,15018,,,,23.9931,,,,,,,,,
1664,724.803,14.7023,4057.73,4237.26,4906.32,15019,,,,23.9931,,,,,,,,,
2048,766.307,15.7559,3137.71,1532.73,4909.56,15020,,,,23.9931,,,,,,,,,
4032,1199.23,19.7473,3607.53,1849.83,4910.74,15021,,,,23.9931,,,,,,,,,
5120,1413.82,21.3841,2966.76,1899,4912.73,15022,,,,23.9931,,,,,,,,,
2368,844.035,16.5372,3311.5,2090.13,4909.31,15023,,,,23.9931,,,,,,,,,
1728,669.347,14.8884,2515.25,2146.95,4907.82,15024,,,,23.9931,,,,,,,,,
2496,876.452,16.8299,2230.75,2159.21,4909.19,15025,,,,23.9931,,,,,,,,,
1600,637.008,14.5113,2449.2,2555.9,4908.85,15026,,,,23.9931,,,,,,,,,
13824,2863.84,29.7768,3128.01,2848.23,4918.67,15027,,,,23.9931,,,,,,,,,
6144,1611.07,22.724,2954.75,2923.85,4913.89,15028,,,,23.9931,,,,,,,,,
2880,954.744,17.6522,2830.25,3829.86,4908.62,15029,,,,23.9931,,,,,,,,,
3776,1155.09,19.3202,2486.75,3860.12,4910.93,15030,,,,23.9931,,,,,,,,,
3008,1013.91,17.9099,3150.36,3891.7,4907.53,15031,,,,23.9931,,,,,,,,,
5312,1440.86,21.6481,2845.27,3967.87,4909.92,15032,,,,23.9931,,,,,,,,,
10496,2316.05,27.1649,3455.01,4046.03,4914.22,15033,,,,23.9931,,,,,,,,,
2944,962.701,17.782,2417.74,4192.84,4909.37,15034,,,,23.9931,,,,,,,,,
6592,1706.66,23.2634,3656.39,4241.43,4913.73,15035,,,,23.9931,,,,,,,,,
3584,1106.96,18.987,2486.1,4269.75,4911,15036,,,,23.9931,,,,,,,,,
2240,795.863,16.2337,2632.33,1552.93,4912.42,15037,,,,23.9931,,,,,,,,,
3072,1009.61,18.036,2938.96,2144.6,4914.18,15038,,,,23.9931,,,,,,,,,
1792,682.736,15.07,2930.38,2579.25,4912.22,15039,,,,23.9931,,,,,,,,,
2368,953.971,16.5372,2549.33,3805.05,4917.74,15040,,,,23.9931,,,,,,,,,
4352,1486.83,20.2565,2825.84,3877.81,4914.99,15041,,,,23.9931,,,,,,,,,
1600,625.427,14.5113,2667.76,3979.1,4910.45,15042,,,,24.0637,,,,,,,,,
4544,1312.41,20.5501,3065.1,4068.85,4917.18,15043,,,,24.0637,,,,,,,,,
239424,19632.8,77.0412,2925.98,4095.62,4943.51,15044,,,,24.0637,,,,,,,,,
3072,1222.24,18.036,2422.54,4256.94,4913.51,15045,,,,24.0637,,,,,,,,,
2368,846.608,16.5372,3587.06,1839.64,4916.88,15046,,,,24.0637,,,,,,,,,
2624,913.424,17.1128,3551.83,1942.42,4919.32,15047,,,,24.0637,,,,,,,,,
13504,2754.27,29.5453,3529.52,2559.69,4923.41,15048,,,,24.0637,,,,,,,,,
1408,580.393,13.906,2857.87,2702.56,4917.11,15049,,,,24.0637,,,,,,,,,
76928,10289.1,52.767,3595.18,2908.04,4941.67,15050,,,,24.0637,,,,,,,,,
10816,2378.53,27.4382,2932.12,3174.37,4924.42,15051,,,,24.0637,,,,,,,,,
1792,709.537,15.07,3120.67,3685.53,4918.36,15052,,,,24.0637,,,,,,,,,
2752,925.809,17.3867,3220.91,3807.2,4916.61,15053,,,,24.0637,,,,,,,,,
417216,27895.8,92.7088,3519.78,3821.55,4961.37,15054,,,,24.0637,,,,,,,,,
1.57E+06,68127.6,144.133,2627.6,3956.64,4981.94,15055,,,,24.0637,,,,,,,,,
1408,574.603,13.906,2842.05,3939.83,4914.75,15056,,,,24.0637,,,,,,,,,
64448,8925.45,49.7436,2759.24,4032.44,4932.15,15057,,,,24.0637,,,,,,,,,
1344,550.065,13.692,3275.34,4083.48,4914.93,15058,,,,24.0637,,,,,,,,,
2048,729.952,15.7559,3276.96,4109.1,4916.93,15059,,,,24.0637,,,,,,,,,
3840,1300.52,19.4287,3073.02,4137.5,4919.33,15060,,,,24.0637,,,,,,,,,
3520,1095.7,18.8733,2897.07,4155.32,4919.88,15061,,,,24.0637,,,,,,,,,
10368,2279.28,27.054,3254.68,4164.63,4921.72,15062,,,,24.0637,,,,,,,,,
1536,616.749,14.3152,2820.46,4207.1,4916.43,15063,,,,24.0637,,,,,,,,,
17664,4225.09,32.312,3325.62,4225.41,4925.9,15064,,,,24.0637,,,,,,,,,
1920,738.606,15.4206,3022.96,4306.97,4917.86,15065,,,,24.0637,,,,,,,,,
6144,1660.39,22.724,2628.54,1499.64,4925.35,15066,,,,24.0637,,,,,,,,,
7104,1766.13,23.8507,3553.73,1558.35,4924.81,15067,,,,24.0637,,,,,,,,,
1536,631.244,14.3152,2974.79,1862.94,4923.1,15068,,,,24.0637,,,,,,,,,
4416,1296.34,20.3553,3110.96,1876.61,4923.86,15069,,,,24.0637,,,,,,,,,
7040,1770.43,23.7789,4041.94,1947.58,4926.64,15070,,,,24.0637,,,,,,,,,
20480,3763.29,33.9451,2352.09,2126.18,4932.47,15071,,,,24.0637,,,,,,,,,
1536,613.401,14.3152,2908.46,2222.44,4921.43,15072,,,,24.0637,,,,,,,,,
1792,682.685,15.07,2784.1,2501.1,4918.93,15073,,,,24.0637,,,,,,,,,
1984,732.711,15.5901,2229.02,3719.88,4918.8,15074,,,,24.1338,,,,,,,,,
1664,649.087,14.7023,3238.34,3854.33,4921.24,15075,,,,24.1338,,,,,,,,,
2112,901.346,15.9184,2337.02,3882.25,4921.6,15076,,,,24.1338,,,,,,,,,
1536,610.878,14.3152,2478.79,3878.94,4921.43,15077,,,,24.1338,,,,,,,,,
2880,957.423,17.6522,2420.2,3990.3,4920.09,15078,,,,24.1338,,,,,,,,,
2304,830.646,16.3868,3259.96,4041.88,4923.15,15079,,,,24.1338,,,,,,,,,
4352,1324.38,20.2565,4079.02,4122.28,4923.4,15080,,,,24.1338,,,,,,,,,
9408,2181.83,26.1919,2564.59,4132.38,4926.31,15081,,,,24.1338,,,,,,,,,
3072,1260.42,18.036,3126.79,4281.44,4924.6,15082,,,,24.1338,,,,,,,,,
23616,4305.48,35.5961,3084.78,1772.36,4934.23,15083,,,,24.1338,,,,,,,,,
1792,769.497,15.07,2523.67,1895.53,4932.22,15084,,,,24.1338,,,,,,,,,
2752,924.362,17.3867,2188.26,1936.68,4927.21,15085,,,,24.1338,,,,,,,,,
2048,753.101,15.7559,3305.58,2006.48,4925.81,15086,,,,24.1338,,,,,,,,,
1344,562.629,13.692,3307.53,2069.01,4925.98,15087,,,,24.1338,,,,,,,,,
3136,1014.68,18.1604,3826.3,2248.16,4928.07,15088,,,,24.1338,,,,,,,,,
12736,2629.76,28.9742,2839.28,2593.66,4933.99,15089,,,,24.1338,,,,,,,,,
21184,3753.28,34.3297,2327.02,3670.16,4932.13,15090,,,,24.1338,,,,,,,,,
10112,2238.63,26.8295,3767.49,3675.91,4929.29,15091,,,,24.1338,,,,,,,,,
2176,786.673,16.0776,3134.02,3795.93,4923.99,15092,,,,24.1338,,,,,,,,,
1536,613.374,14.3152,2966.29,4019.6,4923.76,15093,,,,24.1338,,,,,,,,,
2816,932.779,17.5204,3234.5,4136.83,4925.02,15094,,,,24.1338,,,,,,,,,
1664,787.42,14.7023,3422.65,4169.56,4924.93,15095,,,,24.1338,,,,,,,,,
4288,1267.66,20.1567,2281.11,1649.19,4930.33,15096,,,,24.1338,,,,,,,,,
2624,932.5,17.1128,2502.08,1654.52,4930.44,15097,,,,24.1338,,,,,,,,,
84864,9709.49,54.5224,3239.89,1829.28,4950.98,15098,,,,24.1338,,,,,,,,,
1600,643.808,14.5113,3071.28,1897.02,4928.85,15099,,,,24.1338,,,,,,,,,
17408,3922.43,32.1551,2369.13,1908.82,4947.37,15100,,,,24.1338,,,,,,,,,
2368,855.797,16.5372,2610.85,2135.86,4928.12,15101,,,,24.1338,,,,,,,,,
1664,654.957,14.7023,3435.73,2316.49,4928.78,15102,,,,24.1338,,,,,,,,,
1792,729.978,15.07,3328.96,3775.67,4930.65,15103,,,,24.1338,,,,,,,,,
1472,595.716,14.1136,3060.35,3798.58,4926.93,15104,,,,24.1338,,,,,,,,,
22912,4211.3,35.2388,3029.25,3936.56,4937.62,15105,,,,24.1338,,,,,,,,,
1792,682.071,15.07,3165.38,3951.39,4926.93,15106,,,,24.2036,,,,,,,,,
1920,718.239,15.4206,3105.49,4190.57,4928.53,15107,,,,24.2036,,,,,,,,,
54016,7751.75,46.9002,2477.59,4310.54,4952.36,15108,,,,24.2036,,,,,,,,,
5056,1440.39,21.2946,3185.34,1463.25,4936.25,15109,,,,24.2036,,,,,,,,,
12416,2654.68,28.7295,2832.54,1594.86,4941.34,15110,,,,24.2036,,,,,,,,,
21696,3804.38,34.6041,2838.91,1637.26,4942.26,15111,,,,24.2036,,,,,,,,,
6592,1958.02,23.2634,3236.78,1746.33,4940.52,15112,,,,24.2036,,,,,,,,,
2112,789.863,15.9184,3483.93,2549.89,4935.17,15113,,,,24.2036,,,,,,,,,
5312,1447.55,21.6481,2669.22,3323.97,4934.5,15114,,,,24.2036,,,,,,,,,
3584,1096.4,18.987,3869.17,3677.89,4935.5,15115,,,,24.2036,,,,,,,,,
3776,1141.71,19.3202,2826.89,3825.48,4936.15,15116,,,,24.2036,,,,,,,,,
9344,2183.12,26.1323,2889.29,4004.34,4940.03,15117,,,,24.2036,,,,,,,,,
1792,784.844,15.07,3277.67,4019.67,4935.36,15118,,,,24.2036,,,,,,,,,
1408,593.063,13.906,3960.77,1895.1,4935.84,15119,,,,24.2036,,,,,,,,,
2624,892.181,17.1128,3136.13,1924.27,4936.88,15120,,,,24.2036,,,,,,,,,
6400,1638.56,23.0353,2709.32,1999.14,4941.57,15121,,,,24.2036,,,,,,,,,
3648,1404.04,19.0994,3188.29,2025.63,4938.16,15122,,,,24.2036,,,,,,,,,
1664,649.087,14.7023,3878.8,2074.8,4937.24,15123,,,,24.2036,,,,,,,,,
6336,1653.95,22.9583,3671.89,2185.33,4940.14,15124,,,,24.2036,,,,,,,,,
17600,3371.66,32.2729,3366.13,2673.6,4948.36,15125,,,,24.2036,,,,,,,,,
6592,1678.13,23.2634,3677.56,3079.18,4942.08,15126,,,,24.2036,,,,,,,,,
4800,1449.4,20.929,3567.7,3882.73,4938.66,15127,,,,24.2036,,,,,,,,,
290304,22902.7,82.152,3187.47,4119.48,4977.76,15128,,,,24.2036,,,,,,,,,
9792,2273.79,26.5435,3047.98,4198.66,4943.11,15129,,,,24.2036,,,,,,,,,
130560,13975.5,62.9415,3111.62,4196.08,4973.05,15130,,,,24.2036,,,,,,,,,
8256,1981.17,25.0759,3191.42,4214.7,4942.47,15131,,,,24.2036,,,,,,,,,
1664,664.015,14.7023,3315.42,4247.56,4938.01,15132,,,,24.2036,,,,,,,,,
5760,1540.8,22.2403,3392.96,4284.75,4942.04,15133,,,,24.2036,,,,,,,,,
1728,763.169,14.8884,2530.22,4297.03,4934.49,15134,,,,24.2036,,,,,,,,,
2688,923.616,17.2508,2537.72,1586.63,4944.65,15135,,,,24.2036,,,,,,,,,
3136,1031.67,18.1604,3680.92,1667.84,4943.26,15136,,,,24.2036,,,,,,,,,
2560,871.173,16.9726,2780.46,1788.8,4941.03,15137,,,,24.2036,,,,,,,,,
1856,721.431,15.2473,2602.13,1955.65,4941.28,15138,,,,24.2036,,,,,,,,,
24384,4808.5,35.9779,3087.95,2191.17,4950.58,15139,,,,24.2729,,,,,,,,,
1472,604.906,14.1136,3185.91,2204.49,4938.93,15140,,,,24.2729,,,,,,,,,
2304,823.028,16.3868,3218.07,2623.99,4940.49,15141,,,,24.2729,,,,,,,,,
2112,768.935,15.9184,3386.35,2831.83,4940.99,15142,,,,24.2729,,,,,,,,,
20224,3605.46,33.8031,3053.94,2985.6,4953.55,15143,,,,24.2729,,,,,,,,,
14656,2900.51,30.3626,3338.66,3656.74,4946.13,15144,,,,24.2729,,,,,,,,,
2496,876.937,16.8299,2864.08,3750.8,4942.73,15145,,,,24.2729,,,,,,,,,
3456,1098.46,18.7582,3235.55,3891.25,4941.01,15146,,,,24.2729,,,,,,,,,
5824,1738.92,22.3224,2958.96,4031.28,4946.67,15147,,,,24.2729,,,,,,,,,
1600,628.669,14.5113,2216.24,4227.1,4938.61,15148,,,,24.2729,,,,,,,,,
14592,2883.64,30.3183,2951.22,4309.23,4949.19,15149,,,,24.2729,,,,,,,,,
1344,559.438,13.692,2283.53,4316.44,4938.93,15150,,,,24.2729,,,,,,,,,
1728,705.729,14.8884,3064.29,4345.47,4943.97,15151,,,,24.2729,,,,,,,,,
3200,1040.56,18.2831,2481.92,4419.34,4942.93,15152,,,,24.2729,,,,,,,,,
176768,15513.6,69.6309,3078.06,1485.6,4976.44,15153,,,,24.2729,,,,,,,,,
19712,3510.1,33.5154,3804.88,1830.26,4957.26,15154,,,,24.2729,,,,,,,,,
4544,1319.77,20.5501,2897.77,2129.86,4948,15155,,,,24.2729,,,,,,,,,
1600,643.676,14.5113,3132.08,2886.94,4945.49,15156,,,,24.2729,,,,,,,,,
5440,1468.82,21.8206,2822.2,3066.4,4950.6,15157,,,,24.2729,,,,,,,,,
1472,710.413,14.1136,2879.48,3872.49,4945.54,15158,,,,24.2729,,,,,,,,,
3072,1007.29,18.036,3117.29,3907.02,4945.93,15159,,,,24.2729,,,,,,,,,
1472,604.237,14.1136,2985.04,3962.06,4941.71,15160,,,,24.2729,,,,,,,,,
2432,834.818,16.6848,3076.75,4001.42,4944.09,15161,,,,24.2729,,,,,,,,,
1408,567.908,13.906,3074.77,4023.28,4942.75,15162,,,,24.2729,,,,,,,,,
1344,571.15,13.692,2769.24,4172.63,4942.74,15163,,,,24.2729,,,,,,,,,
3648,1106.93,19.0994,2519.45,1473.14,4950.3,15164,,,,24.2729,,,,,,,,,
3648,1114.65,19.0994,2809.9,1673.56,4951.42,15165,,,,24.2729,,,,,,,,,
31616,4856.58,39.2316,2763.49,1689.48,4962.29,15166,,,,24.2729,,,,,,,,,
1600,647.051,14.5113,2424.56,1761.98,4947.73,15167,,,,24.2729,,,,,,,,,
1344,571.203,13.692,2699.34,2060.06,4948.65,15168,,,,24.2729,,,,,,,,,
2752,959.971,17.3867,2481.1,2088.87,4952.33,15169,,,,24.2729,,,,,,,,,
1856,706.266,15.2473,3580.34,2221.59,4949.14,15170,,,,24.2729,,,,,,,,,
3008,978.533,17.9099,2585.34,2272.38,4951.87,15171,,,,24.2729,,,,,,,,,
4864,1377.6,21.0216,3231.59,2325.16,4951.98,15172,,,,24.2729,,,,,,,,,
79296,13600.6,53.3029,3894.42,2415.56,4979,15173,,,,24.3419,,,,,,,,,
39232,5923.25,42.1581,2897.54,3221.88,4962.11,15174,,,,24.3419,,,,,,,,,
2368,838.061,16.5372,2337.77,3834.13,4947.69,15175,,,,24.3419,,,,,,,,,
1600,631.965,14.5113,2479.76,3894.14,4946.77,15176,,,,24.3419,,,,,,,,,
2816,1037.54,17.5204,3043.41,4029.1,4953.66,15177,,,,24.3419,,,,,,,,,
11136,2403.81,27.7062,3530.93,4040.71,4953.87,15178,,,,24.3419,,,,,,,,,
233920,20238.6,76.4463,2497.52,4139.74,4988.09,15179,,,,24.3419,,,,,,,,,
3200,1024.98,18.2831,3138.24,4151.98,4949.41,15180,,,,24.3419,,,,,,,,,
1600,634.461,14.5113,3101.52,4152.22,4947.57,15181,,,,24.3419,,,,,,,,,
3200,1035.71,18.2831,2821.92,4218.62,4949.73,15182,,,,24.3419,,,,,,,,,
2176,798.359,16.0776,3139.78,4297.93,4947.05,15183,,,,24.3419,,,,,,,,,
1408,601.4,13.906,2512.59,1615.83,4953.66,15184,,,,24.3419,,,,,,,,,
17984,3327.95,32.5059,2356.58,1862.16,4962.6,15185,,,,24.3419,,,,,,,,,
22784,3959.96,35.1731,3887.63,2054.63,4963.46,15186,,,,24.3419,,,,,,,,,
2752,1064.65,17.3867,2438.77,2208.59,4959.4,15187,,,,24.3419,,,,,,,,,
10304,2355.7,26.9983,3556.67,3244.47,4961.84,15188,,,,24.3419,,,,,,,,,
36224,5438.97,41.0518,2450.36,3553.13,4967.58,15189,,,,24.3419,,,,,,,,,
3648,1111.57,19.0994,3648.85,3568.79,4953.95,15190,,,,24.3419,,,,,,,,,
2496,867.027,16.8299,2893.42,3672.03,4954.21,15191,,,,24.3419,,,,,,,,,
3456,1081.96,18.7582,3071.1,3778.51,4953.01,15192,,,,24.3419,,,,,,,,,
1472,592.394,14.1136,3323.13,3790.58,4954.24,15193,,,,24.3419,,,,,,,,,
1984,728.694,15.5901,4072.76,3807.23,4950.8,15194,,,,24.3419,,,,,,,,,
6336,1646.28,22.9583,3182.84,4015.55,4958,15195,,,,24.3419,,,,,,,,,
6272,1632.02,22.8807,3013.53,4178.57,4954.2,15196,,,,24.3419,,,,,,,,,
4224,1235.4,20.0559,2218.65,4181.95,4955.84,15197,,,,24.3419,,,,,,,,,
1920,724.215,15.4206,3410.42,1572.7,4957.2,15198,,,,24.3419,,,,,,,,,
32064,5015.96,39.416,3218.02,1695.33,4966.29,15199,,,,24.3419,,,,,,,,,
2048,765.482,15.7559,2721.08,1770.48,4957.31,15200,,,,24.3419,,,,,,,,,
8768,2082.01,25.5839,2671.98,1893.5,4963.4,15201,,,,24.3419,,,,,,,,,
1472,585.751,14.1136,2610.96,1971.1,4955.28,15202,,,,24.3419,,,,,,,,,
4352,1267.64,20.2565,3369.13,2036.81,4959.11,15203,,,,24.4105,,,,,,,,,
1984,741.769,15.5901,2653.92,2065.94,4957.25,15204,,,,24.4105,,,,,,,,,
2368,855.027,16.5372,4034.2,2158.99,4960.23,15205,,,,24.4105,,,,,,,,,
4864,1378.86,21.0216,3305.96,2170.31,4960.19,15206,,,,24.4105,,,,,,,,,
1792,706.239,15.07,2289.96,2228.25,4956.93,15207,,,,24.4105,,,,,,,,,
45824,6680.54,44.3981,3951.16,2889.57,4971.71,15208,,,,24.4105,,,,,,,,,
1600,628.617,14.5113,2915.6,3575.26,4957.97,15209,,,,24.4105,,,,,,,,,
1792,687.859,15.07,3133.38,3664.25,4957.07,15210,,,,24.4105,,,,,,,,,
1728,663.583,14.8884,2494.51,3679.4,4958.34,15211,,,,24.4105,,,,,,,,,
7936,1993.85,24.7477,3191.47,3940.55,4960.35,15212,,,,24.4105,,,,,,,,,
16448,3790.25,31.5528,3081.77,4115.4,4969.13,15213,,,,24.4105,,,,,,,,,
1792,702.172,15.07,2830.38,4274.67,4956.5,15214,,,,24.4105,,,,,,,,,
17216,3216.36,32.0365,2452.44,1547.19,4970.81,15215,,,,24.4105,,,,,,,,,
297472,22996.7,82.8227,2249.31,1676.61,5000.36,15216,,,,24.4105,,,,,,,,,
320768,25067.3,84.9306,3361.31,1685.72,5005.58,15217,,,,24.4105,,,,,,,,,
3456,1084.61,18.7582,3296.07,2021.84,4963.97,15218,,,,24.4105,,,,,,,,,
24960,4129.11,36.259,2711.55,2096.71,4971.2,15219,,,,24.4105,,,,,,,,,
3520,1086.59,18.8733,3845.07,2114.52,4963.08,15220,,,,24.4105,,,,,,,,,
5440,1494.05,21.8206,2908.09,2263.48,4961.61,15221,,,,24.4105,,,,,,,,,
1472,595.636,14.1136,2487.13,2666.06,4959.8,15222,,,,24.4105,,,,,,,,,
