2(3).Resampled(3).Label-Analysis(3),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,Materials,,,,,
88640,9694.54,55.3194,2249.81,4522.95,1102.02,340,,,,,,55.3194
1472,598.236,14.1136,3722.61,4618.75,1081.89,341,,,,,,14.1136
5696,1840.18,22.1577,2860.84,4655.82,1086.84,342,,,,,,22.1577
6784,1705.74,23.4871,3615.22,763.442,1088.29,343,,,,,,23.4871
3520,1104.48,18.8733,3188.12,758.594,1086.64,344,,,,,,18.8733
3904,1185.5,19.5361,3843.35,935.234,1086.6,345,,,,,,19.5361
218240,17865.6,74.6985,2752.95,1626.9,1116.27,346,,,,,,74.6985
127936,14771.8,62.517,3816.88,1889.91,1111.08,347,,,,,,62.517
6208,1633.23,22.8026,3977.8,1920.05,1088.66,348,,,,,,22.8026
39104,6055.32,42.1122,3218,2318.22,1103.38,349,,,,,,42.1122
1664,649.73,14.7023,3550.8,3066.18,1085.85,350,,,,,,14.7023
2624,913.186,17.1128,2945.49,3215.88,1085.37,351,,,,,,17.1128
3328,1065.45,18.5237,2710.73,4172.8,1086.78,352,,,,,,18.5237
15488,3045.36,30.9266,2709.24,4205.43,1091.13,353,,,,,,30.9266
3072,1003.97,18.036,3004.87,4296.85,1084.26,354,,,,,,18.036
50240,6697.95,45.7808,3064.81,4304.27,1102.11,355,,,,,,45.7808
1536,625.192,14.3152,2681.79,4354.1,1083.93,356,,,,,,14.3152
4480,1304.71,20.4531,3201.3,4379.73,1088.76,357,,,,,,20.4531
11904,2637.87,28.329,4040.53,4396.24,1094.87,358,,,,,,28.329
2944,980.23,17.782,2171.65,4532.75,1085.89,359,,,,,,17.782
3136,1038.42,18.1604,3888.59,4631.35,1087.58,360,,,,,,18.1604
7232,1798.42,23.9931,3920.27,5007.56,1090.05,361,,,,,,23.9931
1664,733.352,14.7023,2870.8,729.103,1094.47,362,,,,,,14.7023
3648,1137.26,19.0994,3931.17,1293,1092.76,363,,,,,,19.0994
2624,891.434,17.1128,2453.2,1525.54,1088.59,364,,,,,,17.1128
1472,616.079,14.1136,3154.09,2540.84,1088.67,365,,,,,,14.1136
8960,2084.23,25.7693,2643.73,2548.96,1092.87,366,,,,,,25.7693
5184,1444.2,21.4728,2594.02,2572.19,1093.7,367,,,,,,21.4728
2496,1082.84,16.8299,2161.32,2737.46,1100.06,368,,,,,,16.8299
87360,10320.8,55.0518,2664.06,4075.89,1113.57,369,,,,,,55.0518
3712,1331.59,19.2104,3242.96,4347.31,1090.52,370,,,,,,19.2104
4800,1384.08,20.929,3714.21,4511.42,1091.89,371,,,,,,20.929
3008,999.515,17.9099,3144.23,4738.76,1088.46,372,,,,,,17.9099
1984,736.725,15.5901,2429.41,795.103,1093,373,,,,,,15.5901
1344,559.386,13.692,2774.96,1039.67,1091.69,374,,,,,,13.692
3456,1095.06,18.7582,3380.66,1126.95,1094.71,375,,,,,,18.7582
34752,5375.82,40.4881,3933.12,1208.14,1105.69,376,,,,,,40.4881
3520,1217.64,18.8733,3953.5,1341.94,1094.06,377,,,,,,18.8733
1984,786.594,15.5901,2810.57,1808.01,1096.22,378,,,,,,15.5901
18560,3368.81,32.8493,2665.26,1881.5,1101.12,379,,,,,,32.8493
4160,1247.33,19.9541,3621.36,1882.36,1095.05,380,,,,,,19.9541
1408,586.183,13.906,2748.41,1930.01,1090.57,381,,,,,,13.906
4736,1341.02,20.8355,2316.63,2086.56,1094.12,382,,,,,,20.8355
28864,4527.49,38.0586,2358.05,3227.95,1103.29,383,,,,,,38.0586
8768,2509.14,25.5839,2327.1,3859.66,1103.54,384,,,,,,25.5839
109312,11325,59.323,3844.28,4333.92,1115.69,385,,,,,,59.323
31168,4789.18,39.0454,2507.28,4558.69,1104.98,386,,,,,,39.0454
1472,589.177,14.1136,3034.78,4559.45,1091.63,387,,,,,,14.1136
1408,577.873,13.906,2630.59,4573.47,1091.11,388,,,,,,13.906
3456,1122.12,18.7582,3215.4,4866.58,1092.78,389,,,,,,18.7582
8320,1947.36,25.1406,2870.28,1005.53,1100.72,390,,,,,,25.1406
2816,957.957,17.5204,3766.5,1110.19,1098.57,391,,,,,,17.5204
7168,2033.09,23.9221,3510.06,1212,1105.04,392,,,,,,23.9221
4608,1329.5,20.6461,3741.46,1313.38,1097.6,393,,,,,,20.6461
1344,553.596,13.692,3610.19,1334.91,1095.5,394,,,,,,13.692
3072,1010.77,18.036,2481.62,1450.6,1096.76,395,,,,,,18.036
6656,1978.72,23.3384,2531.99,1450.22,1102.01,396,,,,,,23.3384
19392,3467.51,33.333,3693.99,1508.42,1105.45,397,,,,,,33.333
2432,861.719,16.6848,2331.17,1513.31,1095.35,398,,,,,,16.6848
2304,805.13,16.3868,3665.62,1825.1,1097.26,399,,,,,,16.3868
21120,3721.14,34.2951,3988.29,2221.65,1107.2,400,,,,,,34.2951
2176,791.741,16.0776,3063.07,4104.75,1097.64,401,,,,,,16.0776
2624,882.99,17.1128,3589.79,4444.47,1098.05,402,,,,,,17.1128
2112,775.604,15.9184,2929.5,4784.8,1097.96,403,,,,,,15.9184
4032,1416.57,19.7473,2290.83,4953.58,1098.11,404,,,,,,19.7473
77696,8929.98,52.942,3470.08,931.574,1122.66,405,,,,,,52.942
3136,1227.65,18.1604,2458.47,1270.45,1112.56,406,,,,,,18.1604
3136,1004.18,18.1604,2823.85,1297.14,1101.63,407,,,,,,18.1604
3136,1058.86,18.1604,4034.14,1472.49,1104.16,408,,,,,,18.1604
6720,1923.88,23.413,3075.64,1653.12,1105.56,409,,,,,,23.413
2688,910.13,17.2508,2716.38,1677.58,1103.12,410,,,,,,17.2508
2112,777.455,15.9184,2297.14,1875.35,1101.36,411,,,,,,15.9184
1728,664.147,14.8884,3146.66,1890.36,1102.19,412,,,,,,14.8884
54464,7031.69,47.0295,3106,1934.56,1117.06,413,,,,,,47.0295
17344,3252.84,32.1157,3719.92,2168.12,1109.48,414,,,,,,32.1157
4544,1309.09,20.5501,2917.83,3462.03,1101.92,415,,,,,,20.5501
4928,1378.93,21.1134,3239.48,4154.79,1105.58,416,,,,,,21.1134
5504,1479.73,21.9058,3870.58,4196.54,1105.3,417,,,,,,21.9058
6400,1647.78,23.0353,2642.08,4515.38,1105.93,418,,,,,,23.0353
8064,1920.66,24.88,3358.64,4524.56,1104.2,419,,,,,,24.88
5632,1513.41,22.0744,2453.73,1145.65,1107.02,420,,,,,,22.0744
1664,660.079,14.7023,3678.03,1438.95,1105.55,421,,,,,,14.7023
2048,760.411,15.7559,2646.21,1436.23,1106.56,422,,,,,,15.7559
2112,774.883,15.9184,2490.47,1535.59,1104.02,423,,,,,,15.9184
4800,1354.48,20.929,3885.46,1823.1,1106.93,424,,,,,,20.929
11904,2521.5,28.329,2938.48,3198.87,1112.61,425,,,,,,28.329
3584,1114.97,18.987,2724.67,3790.1,1107.43,426,,,,,,18.987
6976,1870.35,23.7066,2952.06,4034.15,1106.6,427,,,,,,23.7066
165824,15030.6,68.1632,3032.04,4089.02,1134.26,428,,,,,,68.1632
1536,619.427,14.3152,3298.79,4098.77,1105.26,429,,,,,,14.3152
198912,19509.1,72.4248,2549.99,4168.72,1129.41,430,,,,,,72.4248
5696,1539.05,22.1577,3959.72,4226.16,1107.65,431,,,,,,22.1577
6720,1719.37,23.413,3268.71,4396.74,1108.15,432,,,,,,23.413
1856,706.241,15.2473,3221.16,4393.31,1106.1,433,,,,,,15.2473
2304,822.922,16.3868,3920.18,4469.33,1104.38,434,,,,,,16.3868
3392,1091.61,18.6417,3690.73,4470.27,1107.23,435,,,,,,18.6417
4224,1249.95,20.0559,3707.68,4604.38,1105.96,436,,,,,,20.0559
25280,4207.48,36.4133,2630.54,4639.3,1116.91,437,,,,,,36.4133
8704,2042.28,25.5215,3366.78,4716.51,1111.58,438,,,,,,25.5215
8064,2101.68,24.88,2570.77,4913.23,1109.41,439,,,,,,24.88
3136,1026.44,18.1604,3049.81,1051.43,1110.52,440,,,,,,18.1604
5312,1443.48,21.6481,2653.7,1211.54,1112.86,441,,,,,,21.6481
11008,2384.45,27.5996,3272.33,1294.68,1115.51,442,,,,,,27.5996
1792,678.59,15.07,2484.96,1311.25,1106.65,443,,,,,,15.07
1664,652.251,14.7023,2665.11,1614.8,1109.09,444,,,,,,14.7023
113728,12362.7,60.1113,2695.34,1782.88,1139.85,445,,,,,,60.1113
66112,8402.13,50.1681,3943.9,1800.06,1128.81,446,,,,,,50.1681
46592,6838.81,44.6448,2926.63,1976.63,1125.59,447,,,,,,44.6448
1472,601.583,14.1136,2742.26,2503.62,1109.02,448,,,,,,14.1136
7360,1838.07,24.1338,3732.24,2923.94,1116.36,449,,,,,,24.1338
3200,1044.59,18.2831,3798.88,3278.22,1109.33,450,,,,,,18.2831
6464,1678.54,23.1118,3026.72,3327.86,1114.73,451,,,,,,23.1118
2560,882.139,16.9726,2721.06,3508.7,1110.63,452,,,,,,16.9726
2816,915.839,17.5204,2534.96,3593.1,1108.93,453,,,,,,17.5204
4544,1317.4,20.5501,2994.67,3640.06,1113.52,454,,,,,,20.5501
2816,969.318,17.5204,2432.14,3851.74,1109.2,455,,,,,,17.5204
1600,634.408,14.5113,3609.52,3874.14,1109.49,456,,,,,,14.5113
1728,664.042,14.8884,3219.4,4115.84,1107.38,457,,,,,,14.8884
13440,2784.21,29.4985,2874.19,4316.87,1116.99,458,,,,,,29.4985
5056,1429.24,21.2946,2626.04,4364.87,1113.01,459,,,,,,21.2946
22400,4353.9,34.9744,4005.77,4395.54,1120.23,460,,,,,,34.9744
5056,1614.77,21.2946,2617.44,4410.85,1114.22,461,,,,,,21.2946
7552,1847.9,24.3419,3493.91,4458.59,1112.69,462,,,,,,24.3419
1344,553.569,13.692,2175.15,4478.53,1106.17,463,,,,,,13.692
4864,1383.03,21.0216,2861.43,4541.47,1111.98,464,,,,,,21.0216
1984,735.953,15.5901,3058.96,4542.2,1107.19,465,,,,,,15.5901
2496,852.529,16.8299,3280.6,4700.95,1108.37,466,,,,,,16.8299
1472,607.427,14.1136,2378.43,4732.32,1107.97,467,,,,,,14.1136
3648,1116.97,19.0994,3118.39,4765.42,1110.93,468,,,,,,19.0994
9920,2231.67,26.6586,3176.45,846.406,1119.71,469,,,,,,26.6586
2816,963.213,17.5204,3771.96,1070.47,1116.57,470,,,,,,17.5204
1728,679.337,14.8884,3117.33,1311.55,1110.34,471,,,,,,14.8884
2112,766.413,15.9184,2474.35,1418.25,1112.14,472,,,,,,15.9184
2048,756.935,15.7559,3597.33,1457.6,1112.43,473,,,,,,15.7559
1792,678.695,15.07,3177.81,1502.96,1111.07,474,,,,,,15.07
1344,580.34,13.692,2269.24,1608.82,1109.98,475,,,,,,13.692
63552,9344.61,49.512,2253.45,1658.04,1129.02,476,,,,,,49.512
5824,1557.51,22.3224,3122.08,1690.71,1117.88,477,,,,,,22.3224
1344,556.838,13.692,3420.1,1723.1,1110.17,478,,,,,,13.692
1600,628.721,14.5113,3878.8,2339.26,1112.69,479,,,,,,14.5113
4288,1265.63,20.1567,3930.72,3344.06,1115.23,480,,,,,,20.1567
14784,3670.72,30.4507,3537,3570.72,1129.82,481,,,,,,30.4507
3136,1020.63,18.1604,2949.9,4301.47,1115.26,482,,,,,,18.1604
1792,687.754,15.07,3172.81,4376.39,1113.07,483,,,,,,15.07
1664,661.415,14.7023,3969.11,4860.49,1110.62,484,,,,,,14.7023
6592,1709.9,23.2634,2218.18,4876.23,1117.14,485,,,,,,23.2634
1344,571.924,13.692,2310.58,4917.96,1113.03,486,,,,,,13.692
7104,1771.08,23.8507,2278.81,1005.45,1122.79,487,,,,,,23.8507
48128,6541.99,45.1301,3918.64,1060.58,1130.65,488,,,,,,45.1301
4672,1319.08,20.7412,2455.39,1196.09,1119.21,489,,,,,,20.7412
10816,2641.66,27.4382,3462.27,1199.32,1124,490,,,,,,27.4382
65600,8105.23,50.0382,3060.4,1252.73,1135.29,491,,,,,,50.0382
1472,601.558,14.1136,2622.96,1584.84,1114.93,492,,,,,,14.1136
4928,1400.05,21.1134,2622.9,1842.69,1120.96,493,,,,,,21.1134
6400,1638.74,23.0353,2799.04,1893.86,1119.69,494,,,,,,23.0353
54400,7055.56,47.0111,2547.3,2045.39,1132.98,495,,,,,,47.0111
2048,768.829,15.7559,3945.58,2139.1,1116.81,496,,,,,,15.7559
6592,1680.43,23.2634,2450.33,2615.72,1120.17,497,,,,,,23.2634
10432,2298.8,27.1096,3974.17,3293.34,1124.43,498,,,,,,27.1096
3392,1083.11,18.6417,2191.79,3854.57,1120.59,499,,,,,,18.6417
1856,717.231,15.2473,2647.37,4006.55,1116.72,500,,,,,,15.2473
1856,834.818,15.2473,3209.44,4173.03,1117.69,501,,,,,,15.2473
2816,980.098,17.5204,2869.59,4386.01,1118.39,502,,,,,,17.5204
2112,780.776,15.9184,3703.08,4507.47,1117.48,503,,,,,,15.9184
2496,851.272,16.8299,3730.96,4653.26,1117.09,504,,,,,,16.8299
4544,1321.52,20.5501,2278.96,4758.48,1117.52,505,,,,,,20.5501
9984,2380.25,26.7158,2262.11,4892.26,1122.29,506,,,,,,26.7158
5696,1574.17,22.1577,2326.6,5028.23,1120.23,507,,,,,,22.1577
4928,1366.66,21.1134,3167.74,1228.56,1122.1,508,,,,,,21.1134
8512,2002.87,25.3325,2302.29,1824.19,1125.04,509,,,,,,25.3325
1472,585.751,14.1136,2314.96,3234.75,1118.93,510,,,,,,14.1136
1664,655.546,14.7023,2826.03,3565.41,1119.24,511,,,,,,14.7023
18560,3419.99,32.8493,3097.69,3637.05,1130.64,512,,,,,,32.8493
2880,989.525,17.6522,2462.69,3945.24,1119.29,513,,,,,,17.6522
412416,28169.1,92.3519,3997.54,4470.02,1162.24,514,,,,,,92.3519
1984,735.926,15.5901,3279.73,4678.59,1118.8,515,,,,,,15.5901
1664,652.357,14.7023,3240.03,4691.87,1120.01,516,,,,,,14.7023
2816,941.327,17.5204,3735.41,4744.65,1120.48,517,,,,,,17.5204
1600,631.964,14.5113,3203.44,977.663,1123.57,518,,,,,,14.5113
1408,580.471,13.906,2335.68,1010.92,1125.48,519,,,,,,13.906
53504,6938.33,46.7515,3181.35,1098.2,1141.55,520,,,,,,46.7515
9728,2208.81,26.4855,3202.22,1267.39,1130.72,521,,,,,,26.4855
3328,1054,18.5237,3947.34,1452.41,1124.39,522,,,,,,18.5237
1472,604.853,14.1136,3702.78,2233.71,1125.71,523,,,,,,14.1136
1728,667.494,14.8884,3067.1,2757.77,1124.86,524,,,,,,14.8884
22016,3804.43,34.7734,2564.74,2797.94,1136.38,525,,,,,,34.7734
3584,1137.28,18.987,3388.03,3693.39,1126.72,526,,,,,,18.987
2752,933.735,17.3867,4024.63,4075.75,1127.12,527,,,,,,17.3867
6400,1756.73,23.0353,3857.88,4181.58,1129.17,528,,,,,,23.0353
1472,604.08,14.1136,2569.39,4371.97,1122.76,529,,,,,,14.1136
1536,670.71,14.3152,3563.46,4470.44,1126.43,530,,,,,,14.3152
5056,1383.57,21.2946,3487.16,4479.71,1127.89,531,,,,,,21.2946
1984,748.437,15.5901,2788.63,1066.07,1129.64,532,,,,,,15.5901
1984,744.342,15.5901,4017.8,1208.01,1129.12,533,,,,,,15.5901
1856,699.729,15.2473,2480.06,1271.52,1127.35,534,,,,,,15.2473
2304,828.896,16.3868,2678.29,1310.44,1130.49,535,,,,,,16.3868
1472,595.716,14.1136,3828.17,1491.8,1127.28,536,,,,,,14.1136
1792,688.579,15.07,3962.96,1559.1,1128.93,537,,,,,,15.07
28864,4578.42,38.0586,2759.99,2092.77,1140.97,538,,,,,,38.0586
29504,4622.26,38.3378,4007.87,2096.57,1140.47,539,,,,,,38.3378
11136,2412.95,27.7062,2730.06,2536.14,1132.77,540,,,,,,27.7062
15616,3128.34,31.0116,3671.94,2759,1135.78,541,,,,,,31.0116
2560,863.705,16.9726,3084.16,3097.4,1127.93,542,,,,,,16.9726
54336,7976.84,46.9926,2881.9,3113.28,1148.2,543,,,,,,46.9926
4032,1216.33,19.7473,3369.05,4377.07,1129.09,544,,,,,,19.7473
2688,914.987,17.2508,2174.29,4405.77,1128.93,545,,,,,,17.2508
1728,782.219,14.8884,2213.77,4408.14,1129.75,546,,,,,,14.8884
1408,571.412,13.906,2266.59,4475.47,1127.84,547,,,,,,13.906
1920,726.684,15.4206,2758.02,4586.7,1130.4,548,,,,,,15.4206
4736,1342.92,20.8355,2569.44,4645.21,1131.36,549,,,,,,20.8355
1920,718.265,15.4206,3702.42,4782.57,1127.06,550,,,,,,15.4206
2176,798.515,16.0776,2261.66,4862.16,1127.17,551,,,,,,16.0776
1920,720.919,15.4206,3072.02,758.569,1134.66,552,,,,,,15.4206
1472,606.707,14.1136,3993.39,1206.41,1134.76,553,,,,,,14.1136
1856,699.729,15.2473,3718.54,1456.62,1131.07,554,,,,,,15.2473
12800,2641.03,29.0227,3023.52,2067.3,1139.79,555,,,,,,29.0227
73408,8949.32,51.9495,3669.32,2178.29,1152.84,556,,,,,,51.9495
3200,1014.09,18.2831,3761.44,2561.5,1134.85,557,,,,,,18.2831
8064,1915.9,24.88,2968.54,2590.82,1137.22,558,,,,,,24.88
12032,2555.79,28.4302,2458.15,4128.17,1140.46,559,,,,,,28.4302
2752,923.773,17.3867,2553.19,4536.31,1131.77,560,,,,,,17.3867
8576,2305.13,25.3958,3811.76,4641.76,1140.27,561,,,,,,25.3958
1344,562.68,13.692,2886.96,4792.63,1131.88,562,,,,,,13.692
6528,1884.33,23.1879,3494.21,4784.59,1139.87,563,,,,,,23.1879
3136,1030.59,18.1604,3727.77,4794.37,1135.34,564,,,,,,18.1604
11136,2414.58,27.7062,3033.37,5001.79,1138.01,565,,,,,,27.7062
1344,571.071,13.692,2262,1205.39,1135.88,566,,,,,,13.692
2880,965.118,17.6522,3632.11,1220.08,1136.09,567,,,,,,17.6522
2880,968.23,17.6522,3151.05,1309.24,1138.84,568,,,,,,17.6522
1472,595.637,14.1136,2593.56,1315.8,1136.15,569,,,,,,14.1136
8896,2374.41,25.7078,2509.86,1329.81,1141.58,570,,,,,,25.7078
6400,2087.39,23.0353,2577.08,1342.34,1147.57,571,,,,,,23.0353
2176,789.273,16.0776,2699.19,1340.28,1136.93,572,,,,,,16.0776
7488,1835.75,24.2729,2286.75,1396.2,1141.32,573,,,,,,24.2729
1984,735.285,15.5901,3782.44,1527.23,1137.12,574,,,,,,15.5901
10368,2400.96,27.054,3836.36,2609.13,1144.56,575,,,,,,27.054
17600,3278.85,32.2729,3001.78,2969.05,1144.79,576,,,,,,32.2729
4480,1460.81,20.4531,2682.33,3679.33,1136.7,577,,,,,,20.4531
31552,4862.64,39.2051,2916.85,4030.16,1149.52,578,,,,,,39.2051
4544,1304.84,20.5501,3939.35,4211.22,1139.27,579,,,,,,20.5501
1344,562.707,13.692,2218.38,4441.58,1134.93,580,,,,,,13.692
1408,586.366,13.906,2867.87,4574.56,1134.02,581,,,,,,13.906
2432,861.879,16.6848,2557.48,4623.52,1136.93,582,,,,,,16.6848
3456,1075.93,18.7582,2625.85,4673.18,1137.23,583,,,,,,18.7582
106752,11500.6,58.8562,3299.98,952.105,1158.79,584,,,,,,58.8562
2304,834.896,16.3868,2671.29,986.658,1142.26,585,,,,,,16.3868
3456,1095.89,18.7582,4023.4,1072.58,1144.26,586,,,,,,18.7582
4736,1492.94,20.8355,3456.96,1181.05,1148.28,587,,,,,,20.8355
1408,574.603,13.906,3371.5,1196.19,1139.11,588,,,,,,13.906
2304,820.322,16.3868,3358.07,1222.55,1140.26,589,,,,,,16.3868
3392,1284.75,18.6417,2518.05,1770.95,1147.31,590,,,,,,18.6417
1344,568.576,13.692,3422.38,1956.25,1140.07,591,,,,,,13.692
2496,867.776,16.8299,3258.44,2271.21,1141.09,592,,,,,,16.8299
6400,1668.45,23.0353,3408.96,3632.78,1144.45,593,,,,,,23.0353
4160,1232.11,19.9541,2991.69,4193.81,1144.65,594,,,,,,19.9541
2048,763.707,15.7559,3813.96,4293.73,1140.31,595,,,,,,15.7559
2432,836.854,16.6848,2902.96,4313.1,1141.25,596,,,,,,16.6848
1536,610.957,14.3152,2202.79,4423.44,1140.43,597,,,,,,14.3152
1984,765.534,15.5901,3669.8,4543.23,1142.16,598,,,,,,15.5901
2048,840.872,15.7559,4012.58,4673.48,1139.43,599,,,,,,15.7559
1920,720.788,15.4206,2252.02,4822.17,1138.8,600,,,,,,15.4206
218048,26438.1,74.6766,3069.32,964.124,1202.13,601,,,,,,74.6766
9472,2208.87,26.2511,3015.79,1055.05,1153.69,602,,,,,,26.2511
7872,1914.91,24.681,3446.53,1143.59,1148.75,603,,,,,,24.681
1984,755.518,15.5901,4001.8,1159.62,1145.9,604,,,,,,15.5901
1920,720.146,15.4206,3080.16,1574.57,1143.2,605,,,,,,15.4206
2048,753.848,15.7559,2518.83,1598.35,1145.81,606,,,,,,15.7559
82688,9388.44,54.0524,3837.6,1625.89,1166.11,607,,,,,,54.0524
3584,1124.64,18.987,3310.03,1855.17,1145.15,608,,,,,,18.987
53376,7080.46,46.7142,3266.52,2560.94,1163.91,609,,,,,,46.7142
2432,861.905,16.6848,3165.9,3142.58,1147.67,610,,,,,,16.6848
7744,1923.29,24.5465,2530.46,3511.3,1151.1,611,,,,,,24.5465
2304,831.444,16.3868,3481.96,3610.33,1143.6,612,,,,,,16.3868
1344,568.55,13.692,4067.72,3881.96,1142.36,613,,,,,,13.692
1856,717.309,15.2473,3921.85,4255.65,1145.28,614,,,,,,15.2473
4416,1282.87,20.3553,2234.61,4299.8,1146.87,615,,,,,,20.3553
1344,566.055,13.692,3680.48,4439.29,1142.55,616,,,,,,13.692
1408,574.603,13.906,2929.68,4530.56,1143.48,617,,,,,,13.906
29120,4884.45,38.1708,2285.45,4697.12,1158.06,618,,,,,,38.1708
2240,811.133,16.2337,2211.87,4716.47,1146.02,619,,,,,,16.2337
1792,693.781,15.07,2886.81,1764.53,1150.5,620,,,,,,15.07
224768,19428.3,75.436,2822.31,2044.07,1183.15,621,,,,,,75.436
3520,1083.22,18.8733,2840.99,2210.3,1150.71,622,,,,,,18.8733
49152,6612.84,45.4479,3389.71,2649.63,1166.38,623,,,,,,45.4479
47040,8240.77,44.7874,3066.06,2698.54,1164.75,624,,,,,,44.7874
1920,734.046,15.4206,3433.89,3620.04,1147.6,625,,,,,,15.4206
3328,1054.74,18.5237,3911.42,3844.95,1148.32,626,,,,,,18.5237
4992,1402.62,21.2044,2537.52,3960.03,1153.34,627,,,,,,21.2044
2816,938.781,17.5204,2362.14,4081.83,1149.48,628,,,,,,17.5204
1664,660.615,14.7023,3360.65,4086.8,1148.62,629,,,,,,14.7023
2368,859.173,16.5372,3842.31,4191.32,1147.9,630,,,,,,16.5372
1856,757.707,15.2473,2219.09,4283.93,1149.83,631,,,,,,15.2473
3648,1118.82,19.0994,3703.8,4317.91,1150.09,632,,,,,,19.0994
1664,718.96,14.7023,2278.03,4658.33,1148.78,633,,,,,,14.7023
3136,1009.94,18.1604,2204.34,4817.06,1148.73,634,,,,,,18.1604
1344,550.065,13.692,2626.96,1143.1,1150.55,635,,,,,,13.692
2240,802.636,16.2337,3125.01,1238.07,1154.02,636,,,,,,16.2337
40128,5757.14,42.4766,3239.92,1380.81,1168.63,637,,,,,,42.4766
3584,1139.14,18.987,2342.74,1449.6,1154.29,638,,,,,,18.987
3520,1352.49,18.8733,2655.61,1573.36,1159.3,639,,,,,,18.8733
11520,2458.14,28.0211,2876.22,1858.57,1159.75,640,,,,,,28.0211
1984,732.711,15.5901,2645.41,1870.84,1150.8,641,,,,,,15.5901
8192,2235.59,25.011,2307.96,2230.45,1156.65,642,,,,,,25.011
2880,950.622,17.6522,3184.73,2283.01,1152.89,643,,,,,,17.6522
90304,11170.7,55.6634,2760.86,2355.7,1175.4,644,,,,,,55.6634
4352,1274.17,20.2565,2210.78,3400.16,1155.23,645,,,,,,20.2565
74240,12567.6,52.1451,3590.07,3856.41,1174.67,646,,,,,,52.1451
1536,612.629,14.3152,2646.12,4315.27,1150.26,647,,,,,,14.3152
3776,1340.09,19.3202,2628.18,4388.8,1154.19,648,,,,,,19.3202
2112,772.975,15.9184,3573.99,4597.28,1152.51,649,,,,,,15.9184
66944,8246.33,50.3776,3008.86,4916.12,1172.06,650,,,,,,50.3776
2688,902.372,17.2508,2789.34,1074.72,1156.55,651,,,,,,17.2508
1.00E+06,49864.5,124.208,2746.23,1453.95,1216.31,652,,,,,,124.208
23936,4037.35,35.7562,2407.17,1514.26,1166.4,653,,,,,,35.7562
2368,849.208,16.5372,3931.5,1760.72,1157.74,654,,,,,,16.5372
1472,585.751,14.1136,3758.96,1775.1,1154.93,655,,,,,,14.1136
4992,1392.3,21.2044,2716.7,2792.18,1160.42,656,,,,,,21.2044
17728,3350.91,32.351,3541.84,3636.92,1164.9,657,,,,,,32.351
14016,2839.46,29.9141,3736.6,3916.29,1164.03,658,,,,,,29.9141
43200,6788.86,43.534,3796.24,3995.11,1174.52,659,,,,,,43.534
3584,1122.81,18.987,2674.46,4052.96,1157.79,660,,,,,,18.987
1664,655.571,14.7023,2953.73,4207.26,1156.47,661,,,,,,14.7023
1920,718.215,15.4206,2727.89,4316.17,1154.93,662,,,,,,15.4206
2432,864.346,16.6848,3819.69,4434.89,1156.19,663,,,,,,16.6848
2432,873.512,16.6848,4062.96,4440.79,1158.3,664,,,,,,16.6848
3264,1043.51,18.4042,3211.27,4580.44,1158.7,665,,,,,,18.4042
1600,640.302,14.5113,3118,4612.38,1156.05,666,,,,,,14.5113
2240,801.994,16.2337,2929.81,4627.22,1158.02,667,,,,,,16.2337
14784,2909.14,30.4507,2764.84,4667.29,1162.98,668,,,,,,30.4507
2368,820.428,16.5372,3129.12,805.049,1161.09,669,,,,,,16.5372
1984,762.029,15.5901,2431.09,857.425,1161.25,670,,,,,,15.5901
2496,874.466,16.8299,2760.08,930.693,1160.98,671,,,,,,16.8299
1728,682.554,14.8884,3528.73,1324.58,1162.49,672,,,,,,14.8884
28224,4532.43,37.7752,2811.37,1348.23,1173.34,673,,,,,,37.7752
1600,655.652,14.5113,2342.8,1555.9,1157.97,674,,,,,,14.5113
2432,865.251,16.6848,2530.11,1623,1162.51,675,,,,,,16.6848
1472,598.183,14.1136,2494.61,1748.15,1159.28,676,,,,,,14.1136
1920,721.509,15.4206,3154.02,1753.37,1161.33,677,,,,,,15.4206
1728,681.165,14.8884,3206.66,3479.25,1161.75,678,,,,,,14.8884
89984,10845.6,55.5975,3486.4,3493.78,1185.28,679,,,,,,55.5975
1600,634.538,14.5113,2345.04,3807.58,1158.93,680,,,,,,14.5113
6592,1676.23,23.2634,2174.02,4403.3,1163.51,681,,,,,,23.2634
1536,631.061,14.3152,2276.12,4420.44,1161.43,682,,,,,,14.3152
2944,990.809,17.782,2439.83,4543.71,1162.76,683,,,,,,17.782
2624,892.232,17.1128,3213.59,4611.88,1161.76,684,,,,,,17.1128
2176,807.169,16.0776,3709.43,4656.63,1162.23,685,,,,,,16.0776
1792,685.285,15.07,2255.1,4825.82,1158.65,686,,,,,,15.07
3136,1003.51,18.1604,3936.26,1052.33,1165.3,687,,,,,,18.1604
2752,929.537,17.3867,2453.65,1115.29,1165.63,688,,,,,,17.3867
3968,1325.43,19.6422,2772.83,1129.3,1165.32,689,,,,,,19.6422
39552,5613.93,42.2724,2925.08,1609.74,1180.08,690,,,,,,42.2724
2624,892.101,17.1128,3436.22,1854.32,1167.81,691,,,,,,17.1128
8640,1999.76,25.4588,3800.53,2475.81,1169.24,692,,,,,,25.4588
3456,1161.18,18.7582,2855.92,3546.88,1165.97,693,,,,,,18.7582
