duan.Label-Analysis(4),,,,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,,,,
2624,1074.51,17.1128,3489.69,4648.37,6210.05,25588,,,,,,17.1128
1984,739.38,15.5901,2775.09,1048.01,6210.8,25589,,,,,,15.5901
1472,604.053,14.1136,3876.17,1361.71,6206.93,25590,,,,,,14.1136
2944,1286.5,17.782,2820.09,1496.06,6209.11,25591,,,,,,17.782
2176,795.73,16.0776,2378.6,1593.1,6208.11,25592,,,,,,16.0776
5952,1573.29,22.4848,3178.4,1604.95,6213.9,25593,,,,,,22.4848
2368,861.773,16.5372,3961.77,1793.48,6208.77,25594,,,,,,16.5372
102784,11069.1,58.1178,3313.26,1975.47,6228.07,25595,,,,,,58.1178
6720,1692.73,23.413,3353.09,2004.97,6210.97,25596,,,,,,23.413
1472,589.177,14.1136,3890.78,2239.45,6207.63,25597,,,,,,14.1136
1344,556.733,13.692,2451.34,2348.25,6207.5,25598,,,,,,13.692
4096,1227.88,19.8512,2731.52,3152.23,6210.18,25599,,,,,,19.8512
2432,919.908,16.6848,3032.75,3657.73,6209.98,25600,,,,,,16.6848
1856,702.973,15.2473,2920.2,3961.03,6207.35,25601,,,,,,15.2473
2368,833.966,16.5372,2904.79,3999.64,6208.12,25602,,,,,,16.5372
1472,607.531,14.1136,2210.61,4070.23,6208.32,25603,,,,,,14.1136
1536,616.668,14.3152,2477.96,4133.1,6206.93,25604,,,,,,14.3152
2368,900.755,16.5372,2539.06,4174.13,6212.44,25605,,,,,,16.5372
1408,574.604,13.906,2773.5,4246.38,6206.02,25606,,,,,,13.906
5440,1475.28,21.8206,3827.8,4330.07,6213.85,25607,,,,,,21.8206
3520,1170.03,18.8733,2527.1,4634.88,6208.31,25608,,,,,,18.8733
25408,5130.38,36.4746,3035.32,1430.42,6236.63,25609,,,,,,36.4746
1408,613.428,13.906,3732.23,1897.47,6214.93,25610,,,,,,13.906
5888,1562.04,22.4039,2508.48,1931.75,6218.84,25611,,,,,,22.4039
1472,592.341,14.1136,2751.3,2511.97,6210.41,25612,,,,,,14.1136
7936,1930.47,24.7477,3475.38,2938.91,6215.93,25613,,,,,,24.7477
1408,577.873,13.906,2334.41,3680.56,6210.39,25614,,,,,,13.906
62848,7858.67,49.3285,2892.46,3716.56,6230.32,25615,,,,,,49.3285
1664,648.904,14.7023,3661.26,3916.03,6212.62,25616,,,,,,14.7023
1536,619.191,14.3152,2445.62,4060.6,6211.26,25617,,,,,,14.3152
2240,898.102,16.2337,2331.53,4082.07,6212.65,25618,,,,,,16.2337
2688,912.544,17.2508,3282.1,4205.48,6214.65,25619,,,,,,17.2508
1728,664.094,14.8884,3366.66,4332.14,6211.08,25620,,,,,,14.8884
270720,20482.5,80.2615,3511.46,4371.62,6247.1,25621,,,,,,80.2615
16320,3783.78,31.4708,3370.45,4386.99,6220.67,25622,,,,,,31.4708
2688,911.694,17.2508,3061.91,4450.63,6212.55,25623,,,,,,17.2508
4288,1246.34,20.1567,3435.31,4490.92,6213.92,25624,,,,,,20.1567
39040,6493.17,42.0892,3199.21,4555.4,6228.41,25625,,,,,,42.0892
3136,1026.04,18.1604,3361.65,4692.98,6214.52,25626,,,,,,18.1604
3264,1029.12,18.4042,2817.31,1410.87,6219.95,25627,,,,,,18.4042
1728,757.039,14.8884,2526.22,1506.95,6217.45,25628,,,,,,14.8884
7552,1839.61,24.3419,2995.16,1527.68,6221.03,25629,,,,,,24.3419
1792,685.232,15.07,3611.24,1824.67,6215.93,25630,,,,,,15.07
1600,637.729,14.5113,2325.68,2122.14,6215.73,25631,,,,,,14.5113
3712,1154.92,19.2104,3503.92,2190.55,6217.21,25632,,,,,,19.2104
1664,658.199,14.7023,3408.19,2190.03,6216.78,25633,,,,,,14.7023
10368,2287.72,27.054,2699.47,2239.4,6220.78,25634,,,,,,27.054
9152,2100.8,25.9521,3242.12,2301.93,6222.4,25635,,,,,,25.9521
4544,1292.1,20.5501,3533.72,2551.61,6218.99,25636,,,,,,20.5501
21824,4295.56,34.672,2896.11,2697.58,6231.08,25637,,,,,,34.672
1728,715.561,14.8884,3964.14,2764.29,6219.23,25638,,,,,,14.8884
1984,732.606,15.5901,4015.86,2913.3,6214.93,25639,,,,,,15.5901
7232,2046.43,23.9931,3928.09,3480.27,6226.86,25640,,,,,,23.9931
1408,592.957,13.906,2885.5,3852.01,6217.66,25641,,,,,,13.906
4160,1535.86,19.9541,2422.83,3977.13,6220.29,25642,,,,,,19.9541
1600,627.844,14.5113,2446.48,4108.06,6215.25,25643,,,,,,14.5113
1344,556.76,13.692,3141.62,4231.48,6215.31,25644,,,,,,13.692
7936,1938.35,24.7477,3823.6,4263.1,6223.83,25645,,,,,,24.7477
1600,627.792,14.5113,3790.64,4330.46,6218.29,25646,,,,,,14.5113
171648,18692.4,68.952,3394.93,4604.6,6243.16,25647,,,,,,68.952
1600,634.487,14.5113,2467.28,4637.18,6215.57,25648,,,,,,14.5113
1472,588.915,14.1136,3023.83,1082.93,6219.11,25649,,,,,,14.1136
8832,2304.2,25.646,2827.3,1175.97,6226.38,25650,,,,,,25.646
1408,571.333,13.906,2598.41,1459.47,6218.75,25651,,,,,,13.906
10752,2716.56,27.384,3435.65,1482.6,6238.36,25652,,,,,,27.384
9728,2177.54,26.4855,3913.19,1652.31,6224.56,25653,,,,,,26.4855
10240,2365.24,26.9422,2648.28,1717.5,6228.66,25654,,,,,,26.9422
11904,2888.46,28.329,3652.38,1936.09,6231.66,25655,,,,,,28.329
3264,1043.15,18.4042,2290.96,1938.32,6224.74,25656,,,,,,18.4042
1472,607.349,14.1136,2223.65,2156.49,6221.02,25657,,,,,,14.1136
21888,3804.02,34.7058,2522.65,2233.38,6232.59,25658,,,,,,34.7058
2496,852.556,16.8299,3908.7,2252.13,6221.19,25659,,,,,,16.8299
12864,2691.68,29.0709,3448.57,3047.62,6230.93,25660,,,,,,29.0709
3520,1097.63,18.8733,3723.47,3417.14,6223.88,25661,,,,,,18.8733
1600,637.781,14.5113,3380.08,3473.34,6219.73,25662,,,,,,14.5113
1408,586.342,13.906,2591.5,3573.47,6220.39,25663,,,,,,13.906
3776,1130.64,19.3202,2567.36,3625.27,6222.46,25664,,,,,,19.3202
1728,664.122,14.8884,2255.99,3939.55,6218.93,25665,,,,,,14.8884
44864,6137.39,44.0859,3734.76,4149.05,6234.29,25666,,,,,,44.0859
194624,18440.4,71.9006,3188.41,4174.93,6246.75,25667,,,,,,71.9006
1600,742.647,14.5113,2587.44,4313.98,6226.13,25668,,,,,,14.5113
3328,1058.7,18.5237,3345.19,4326.64,6222.7,25669,,,,,,18.5237
2304,817.054,16.3868,3257.07,4473.88,6219.26,25670,,,,,,16.3868
1536,607.048,14.3152,2334.46,4486.6,6218.93,25671,,,,,,14.3152
2432,845.862,16.6848,3005.38,4626.16,6221.98,25672,,,,,,16.6848
3712,1232.88,19.2104,3280.68,1289.52,6226.38,25673,,,,,,19.2104
2752,921.839,17.3867,2577.28,1302.17,6226.47,25674,,,,,,17.3867
1664,646.329,14.7023,2682.96,1301.56,6222.93,25675,,,,,,14.7023
2496,858.611,16.8299,2589.21,1333.26,6226.52,25676,,,,,,16.8299
20480,3866.51,33.9451,3028.19,1347.57,6231.72,25677,,,,,,33.9451
5440,1484.06,21.8206,2223.76,1406.16,6229,25678,,,,,,21.8206
7808,1946.25,24.6139,2334.79,1446.91,6228.18,25679,,,,,,24.6139
1408,572.003,13.906,3269.5,1454.92,6222.75,25680,,,,,,13.906
4160,1303.86,19.9541,3408.68,1503.96,6225.09,25681,,,,,,19.9541
100544,12297.7,57.6925,2420.25,1680.3,6253.89,25682,,,,,,57.6925
1408,574.55,13.906,2543.68,1719.83,6224.93,25683,,,,,,13.906
128448,13123.5,62.6003,2346.22,1732.47,6255.74,25684,,,,,,62.6003
2752,926.937,17.3867,3027.7,1944.5,6223.95,25685,,,,,,17.3867
13056,2719.51,29.2149,3033.13,3124.26,6230.42,25686,,,,,,29.2149
40960,5710.83,42.7682,4033.09,3351.18,6238.48,25687,,,,,,42.7682
1536,619.218,14.3152,3253.62,3391.6,6223.1,25688,,,,,,14.3152
1664,652.356,14.7023,2932.34,3507.87,6224.62,25689,,,,,,14.7023
905216,47231.8,120.019,3957.39,4011.07,6277.41,25690,,,,,,120.019
3136,1133.94,18.1604,2743.77,4023.02,6224.89,25691,,,,,,18.1604
6656,1787.99,23.3384,2408.84,4248.8,6227.59,25692,,,,,,23.3384
2624,885.564,17.1128,2821.59,4577.15,6224.3,25693,,,,,,17.1128
5952,1591.13,22.4848,2555.17,4591.88,6229,25694,,,,,,22.4848
13312,2732.95,29.4046,2642.09,1572.49,6236.34,25695,,,,,,29.4046
2240,798.751,16.2337,3974.96,1765.96,6228.53,25696,,,,,,16.2337
1408,575.35,13.906,2795.14,1893.1,6226.75,25697,,,,,,13.906
4864,1341.99,21.0216,2879.01,2622.52,6230.83,25698,,,,,,21.0216
130496,14109.5,62.9312,3649.24,3075.45,6252.84,25699,,,,,,62.9312
1856,760.282,15.2473,3597.16,3402.41,6233.69,25700,,,,,,15.2473
1856,702.893,15.2473,4001.16,3400.9,6228.45,25701,,,,,,15.2473
4032,1259.68,19.7473,3522.45,3581.9,6229.09,25702,,,,,,19.7473
4032,1196.47,19.7473,2278.96,3650.02,6231.76,25703,,,,,,19.7473
2240,903.197,16.2337,2305.13,3982.76,6226.82,25704,,,,,,16.2337
19520,3502.71,33.4062,3106.92,3987.5,6235.95,25705,,,,,,33.4062
237760,18722.1,76.8623,3576.35,4157.89,6258.38,25706,,,,,,76.8623
24128,4225.97,35.8515,3298.94,4164.82,6240.38,25707,,,,,,35.8515
1984,733.273,15.5901,2808.63,4220.91,6229.38,25708,,,,,,15.5901
3456,1085.76,18.7582,2330.29,4262.95,6228.56,25709,,,,,,18.7582
3648,1100.21,19.0994,2398.18,4269,6231.42,25710,,,,,,19.0994
1920,721.483,15.4206,3536.29,4273.1,6230,25711,,,,,,15.4206
4160,1227.78,19.9541,3011.08,4300.15,6230.87,25712,,,,,,19.9541
8576,2070.14,25.3958,2949.73,4384.77,6235.65,25713,,,,,,25.3958
2240,799.183,16.2337,2268.33,4417.05,6229.33,25714,,,,,,16.2337
2176,798.488,16.0776,2320.84,4659.57,6231.05,25715,,,,,,16.0776
2368,813.706,16.5372,3712.47,4700.4,6229.42,25716,,,,,,16.5372
8960,2048.93,25.7693,3136.44,1188.07,6237.3,25717,,,,,,25.7693
1344,559.333,13.692,2956.1,1809.77,6231.5,25718,,,,,,13.692
15040,2932.26,30.6255,3842.48,2685.91,6241.52,25719,,,,,,30.6255
1536,633.714,14.3152,3543.12,3587.94,6230.43,25720,,,,,,14.3152
4992,1388.36,21.2044,3197.93,3683.87,6233.8,25721,,,,,,21.2044
1728,670.096,14.8884,2484.73,4094.36,6231.82,25722,,,,,,14.8884
10880,2361.33,27.4922,2624.13,4136.59,6237.99,25723,,,,,,27.4922
2304,828.843,16.3868,3768.73,4130.66,6233.82,25724,,,,,,16.3868
1664,652.225,14.7023,2705.73,4135.72,6231.85,25725,,,,,,14.7023
2176,780.725,16.0776,3677.9,4145.34,6233.52,25726,,,,,,16.0776
1472,585.751,14.1136,3143.3,4246.75,6231.28,25727,,,,,,14.1136
69824,8254.88,51.0899,3749.72,4412.95,6253.2,25728,,,,,,51.0899
30080,7954.1,38.5857,3184.19,1191.8,6266.61,25729,,,,,,38.5857
1920,723.231,15.4206,2520.29,1519.64,6235.2,25730,,,,,,15.4206
1856,711.39,15.2473,3606.4,1521.17,6235.48,25731,,,,,,15.2473
4160,1423.79,19.9541,2519.02,1718.18,6240.78,25732,,,,,,19.9541
46912,6323,44.7468,3286.06,2090.01,6250.58,25733,,,,,,44.7468
3648,1239.52,19.0994,3263.1,2587.52,6239.42,25734,,,,,,19.0994
17216,3208.77,32.0365,3683.52,2709.59,6246.32,25735,,,,,,32.0365
2368,831.522,16.5372,3586.42,3373.59,6238.39,25736,,,,,,16.5372
15296,2962.68,30.7983,3576.38,3683.07,6245.76,25737,,,,,,30.7983
3648,1126.52,19.0994,3817.83,3714.47,6238.09,25738,,,,,,19.0994
1856,715.534,15.2473,2646.54,3898.83,6237.69,25739,,,,,,15.2473
5376,1896.97,21.7347,2908.53,3950.06,6247.88,25740,,,,,,21.7347
1536,616.721,14.3152,2769.96,4027.1,6236.93,25741,,,,,,14.3152
34112,6355.45,40.238,2505.71,4242.37,6249.13,25742,,,,,,40.238
1408,646.461,13.906,3259.5,4387.83,6235.66,25743,,,,,,13.906
2944,1170.11,17.782,3483.48,4688.23,6236.41,25744,,,,,,17.782
2176,810.922,16.0776,3506.6,1088.99,6240.23,25745,,,,,,16.0776
2304,832.963,16.3868,3855.07,1323.1,6243.15,25746,,,,,,16.3868
1664,639.845,14.7023,3454.96,1375.72,6238.93,25747,,,,,,14.7023
1472,598.158,14.1136,2858.43,1376.84,6241.54,25748,,,,,,14.1136
4160,1452.77,19.9541,3153.91,1544.95,6245.89,25749,,,,,,19.9541
1728,729.979,14.8884,2567.85,1651.99,6239.82,25750,,,,,,14.8884
13952,3147.97,29.8685,3124.88,1690.7,6251.41,25751,,,,,,29.8685
3072,996.272,18.036,2905.04,2324.27,6243.51,25752,,,,,,18.036
4736,1356.02,20.8355,2824.85,3244.89,6242.77,25753,,,,,,20.8355
1536,619.164,14.3152,2424.12,3585.6,6239.43,25754,,,,,,14.3152
1472,598.289,14.1136,2432.87,3714.23,6237.71,25755,,,,,,14.1136
6528,1690.31,23.1879,3164.88,3843.06,6245.21,25756,,,,,,23.1879
52608,8186.07,46.4891,3736.61,3905.26,6262.37,25757,,,,,,46.4891
1408,571.439,13.906,3063.87,3938.74,6238.57,25758,,,,,,13.906
2688,911.798,17.2508,2533.62,4083.67,6241.88,25759,,,,,,17.2508
5056,1580.01,21.2946,2685.79,4146.29,6247.03,25760,,,,,,21.2946
1344,586.316,13.692,3270.38,4221.01,6237.41,25761,,,,,,13.692
2368,840.688,16.5372,3610.74,4262.56,6240.99,25762,,,,,,16.5372
4032,1456.77,19.7473,3487.91,4426.34,6246.8,25763,,,,,,19.7473
16768,3159.93,31.7561,3394.85,4496.14,6249.36,25764,,,,,,31.7561
1920,827.043,15.4206,2980.29,1053.9,6250.53,25765,,,,,,15.4206
4352,1275.03,20.2565,2226.84,1369.57,6249.23,25766,,,,,,20.2565
7296,2038.24,24.0637,2997.2,1448.05,6247.14,25767,,,,,,24.0637
1728,664.094,14.8884,2807.55,1512.14,6243.08,25768,,,,,,14.8884
3200,1031.62,18.2831,3039.92,1612.94,6247.01,25769,,,,,,18.2831
1472,585.751,14.1136,3682.61,1638.75,6242.58,25770,,,,,,14.1136
2560,884.739,16.9726,2455.06,1761.2,6245.63,25771,,,,,,16.9726
36032,5307.59,40.9792,3628.32,1831.6,6256.15,25772,,,,,,40.9792
1472,598.132,14.1136,3676.87,1926.41,6243.97,25773,,,,,,14.1136
4160,1244.69,19.9541,3447.02,2007.23,6247.12,25774,,,,,,19.9541
2176,789.168,16.0776,4038.37,2316.4,6244.58,25775,,,,,,16.0776
3328,1058.68,18.5237,3598.19,2442.03,6248.47,25776,,,,,,18.5237
1664,661.493,14.7023,2987.42,3496.18,6243.39,25777,,,,,,14.7023
8960,2046.02,25.7693,2544.38,3552.53,6252.05,25778,,,,,,25.7693
1984,731.937,15.5901,3298.7,3703.36,6244.48,25779,,,,,,15.5901
1344,554.265,13.692,3085.24,3927.1,6242.74,25780,,,,,,13.692
1600,628.645,14.5113,2910.64,4058.14,6246.45,25781,,,,,,14.5113
3072,1007.11,18.036,2378.04,4236.02,6245.85,25782,,,,,,18.036
9344,2091.26,26.1323,2901.09,4341.32,6248.63,25783,,,,,,26.1323
180800,15719.1,70.1563,2582.37,4357.12,6271.5,25784,,,,,,70.1563
3520,1085.79,18.8733,3113.65,4493.43,6246.71,25785,,,,,,18.8733
1728,664.973,14.8884,3425.92,4547.1,6243.82,25786,,,,,,14.8884
2048,747.048,15.7559,3500.96,4683.1,6243.68,25787,,,,,,15.7559
7552,1853.07,24.3419,3508.89,4703.88,6250.32,25788,,,,,,24.3419
2304,818.828,16.3868,2865.29,4731.1,6242.93,25789,,,,,,16.3868
3648,1178.68,19.0994,3988.85,1051.38,6248.9,25790,,,,,,19.0994
1536,607.61,14.3152,2626.62,1138.94,6247.93,25791,,,,,,14.3152
1408,572.003,13.906,3140.41,1234.92,6247.11,25792,,,,,,13.906
1472,602.305,14.1136,3456.35,1351.62,6246.93,25793,,,,,,14.1136
11968,2531.28,28.3797,2827.53,1371.42,6256.98,25794,,,,,,28.3797
6912,1744.28,23.6339,3122.59,1433.25,6252.38,25795,,,,,,23.6339
2112,784.097,15.9184,3817.02,1669.53,6249.96,25796,,,,,,15.9184
11200,2425.75,27.7592,3416.24,1895.22,6256.26,25797,,,,,,27.7592
1344,554.237,13.692,2462.77,2041.39,6246.93,25798,,,,,,13.692
8064,1921.28,24.88,3979.46,3248.91,6253.22,25799,,,,,,24.88
3648,1107.75,19.0994,3945.2,3482.47,6250.44,25800,,,,,,19.0994
3456,1307.95,18.7582,2417.77,3739.33,6250.19,25801,,,,,,18.7582
1472,617.389,14.1136,3515.48,4068.67,6248.67,25802,,,,,,14.1136
1344,643.755,13.692,2850.38,4092.63,6246.93,25803,,,,,,13.692
2752,942.873,17.3867,2449.28,4110.92,6249.35,25804,,,,,,17.3867
2432,963.987,16.6848,3035.8,4260.05,6249.04,25805,,,,,,16.6848
7680,1906.55,24.4787,3404.69,4380.27,6255.7,25806,,,,,,24.4787
1536,603.595,14.3152,2982.46,1350.94,6250.76,25807,,,,,,14.3152
2304,822.817,16.3868,3135.4,1604.77,6253.6,25808,,,,,,16.3868
1856,694.528,15.2473,2547.37,1727.52,6251.35,25809,,,,,,15.2473
6080,1586.5,22.6448,3878.75,1827.86,6258.47,25810,,,,,,22.6448
77184,8825.09,52.8254,3056.03,1864.46,6274.59,25811,,,,,,52.8254
21952,4091.29,34.7396,3206.01,2078.22,6260.34,25812,,,,,,34.7396
12288,2553.22,28.6304,2561.56,2742.58,6257.64,25813,,,,,,28.6304
1472,601.557,14.1136,3966.96,3483.97,6253.89,25814,,,,,,14.1136
15232,2950.72,30.7553,3068.32,3834.65,6258.56,25815,,,,,,30.7553
3328,1037,18.5237,3856.8,3860.87,6254.85,25816,,,,,,18.5237
11904,2537.2,28.329,3153.39,4118.67,6258.61,25817,,,,,,28.329
94080,10604.1,56.4286,3703.2,4251.09,6275.19,25818,,,,,,56.4286
4992,1469.53,21.2044,3481.42,4480.28,6254.32,25819,,,,,,21.2044
9600,2158.53,26.3688,2654.58,1309.82,6261.84,25820,,,,,,26.3688
31680,5974.24,39.2581,3846.29,1363.2,6274.25,25821,,,,,,39.2581
7424,1830.37,24.2036,3653.4,1394.31,6258.97,25822,,,,,,24.2036
3840,1167.69,19.4287,2604.69,1420.97,6258.86,25823,,,,,,19.4287
1728,664.148,14.8884,3178.22,1590.95,6255.82,25824,,,,,,14.8884
4416,1264.9,20.3553,3023.36,1594.47,6258.18,25825,,,,,,20.3553
3712,1159.13,19.2104,3902.96,1611.45,6259.28,25826,,,,,,19.2104
5760,1523.81,22.2403,2293.85,1622.39,6259.91,25827,,,,,,22.2403
9600,2181.78,26.3688,2554.16,1682.2,6263.92,25828,,,,,,26.3688
7872,2212.16,24.681,3033.04,1803.85,6269.6,25829,,,,,,24.681
2240,804.543,16.2337,3327.53,1911.56,6256.07,25830,,,,,,16.2337
78528,10015.8,53.1303,2439.77,2180.99,6280.12,25831,,,,,,53.1303
4416,1270.05,20.3553,3602.72,3151.22,6258.06,25832,,,,,,20.3553
3712,1123.92,19.2104,2766.4,3364.07,6256.93,25833,,,,,,19.2104
1728,676.684,14.8884,3833.62,3959.25,6257.01,25834,,,,,,14.8884
2432,843.339,16.6848,3634.11,4089.1,6257.88,25835,,,,,,16.6848
2176,799.237,16.0776,2435.07,4123.22,6257.52,25836,,,,,,16.0776
2560,888.727,16.9726,3394.96,4321.8,6258.33,25837,,,,,,16.9726
2368,819.575,16.5372,3868.58,4421.05,6257.63,25838,,,,,,16.5372
2368,837.288,16.5372,2914.31,4670.13,6258.61,25839,,,,,,16.5372
2496,846.714,16.8299,2857.62,1092.33,6261.39,25840,,,,,,16.8299
1728,670.814,14.8884,2617.47,1450.95,6260.71,25841,,,,,,14.8884
4224,1284.08,20.0559,3163.02,1667.41,6263.17,25842,,,,,,20.0559
10752,3380.7,27.384,2593.6,1683.65,6272.98,25843,,,,,,27.384
1856,718.776,15.2473,2996.34,1678.28,6261.97,25844,,,,,,15.2473
3392,1066.66,18.6417,2488.99,2056.54,6261.5,25845,,,,,,18.6417
2560,942.742,16.9726,2346.26,2072.4,6260.13,25846,,,,,,16.9726
1344,560.079,13.692,4027.72,2084.82,6259.12,25847,,,,,,13.692
36608,5343.38,41.1964,3093.33,2299.03,6273.99,25848,,,,,,41.1964
2048,754.385,15.7559,3381.21,3192.23,6261.81,25849,,,,,,15.7559
4032,1204.22,19.7473,3550.83,3349.33,6261.41,25850,,,,,,19.7473
2368,839.863,16.5372,2511.93,3879.1,6261.09,25851,,,,,,16.5372
1344,577.74,13.692,2500.86,4301.01,6259.5,25852,,,,,,13.692
3584,1103.66,18.987,3446.88,4413.39,6261.36,25853,,,,,,18.987
2048,748.698,15.7559,3742.96,4521.1,6260.18,25854,,,,,,15.7559
1536,613.376,14.3152,2428.12,1070.6,6262.93,25855,,,,,,14.3152
4992,1411.06,21.2044,2817.01,1426.9,6267.65,25856,,,,,,21.2044
28672,4946.26,37.974,2860.22,1567.31,6273.38,25857,,,,,,37.974
1600,668.24,14.5113,2870.32,1875.1,6265.97,25858,,,,,,14.5113
252672,19997.2,78.4367,2695.12,2030.19,6298.46,25859,,,,,,78.4367
24832,4105.45,36.1969,3168.2,2675.37,6277.53,25860,,,,,,36.1969
3200,1008.14,18.2831,3943.28,2828.86,6264.93,25861,,,,,,18.2831
1344,556.76,13.692,3829.62,2863.48,6262.55,25862,,,,,,13.692
2496,867.001,16.8299,2355.98,3490.49,6265.19,25863,,,,,,16.8299
3072,1027.06,18.036,2982.46,3522.52,6266.6,25864,,,,,,18.036
9536,2774.37,26.3101,3061.99,3936.23,6273.51,25865,,,,,,26.3101
14336,2867.97,30.14,2888.19,3962.98,6271.82,25866,,,,,,30.14
1408,586.341,13.906,2917.87,4046.19,6264.2,25867,,,,,,13.906
3328,1103.5,18.5237,2808.03,4132.03,6265.09,25868,,,,,,18.5237
2496,870.271,16.8299,3311.06,4135.92,6265.19,25869,,,,,,16.8299
214592,17609.2,74.28,3087.93,4181.55,6297.94,25870,,,,,,74.28
3264,1031.88,18.4042,3130.49,4229.14,6264.42,25871,,,,,,18.4042
1920,846.609,15.4206,3107.49,4411.5,6264.4,25872,,,,,,15.4206
1536,739.81,14.3152,3484.79,4419.77,6270.43,25873,,,,,,14.3152
2752,917.825,17.3867,2573.47,4464.03,6264.33,25874,,,,,,17.3867
11712,2499.82,28.1759,3919.28,4680.37,6270.14,25875,,,,,,28.1759
1600,634.513,14.5113,2736.56,1326.62,6269.65,25876,,,,,,14.5113
1344,560.107,13.692,2573.05,1714.72,6266.55,25877,,,,,,13.692
5312,1441.68,21.6481,3709.8,1793.75,6271.17,25878,,,,,,21.6481
3008,981.214,17.9099,3792.4,1918.51,6269.06,25879,,,,,,17.9099
3520,1086.59,18.8733,3672.85,2003.03,6272.82,25880,,,,,,18.8733
5824,1521.42,22.3224,2938.6,2534.27,6271.28,25881,,,,,,22.3224
4096,1216.56,19.8512,2400.33,2815.54,6273.37,25882,,,,,,19.8512
16064,3176.2,31.3053,2447.08,2940.81,6275.46,25883,,,,,,31.3053
2112,751.065,15.9184,2552.9,3572.92,6269.11,25884,,,,,,15.9184
2176,796.583,16.0776,2799.07,3936.51,6269.75,25885,,,,,,16.0776
13824,2788.25,29.7768,3501.81,3956.94,6275.62,25886,,,,,,29.7768
8960,2048.16,25.7693,3237.16,4188.45,6272.85,25887,,,,,,25.7693
3328,1068.64,18.5237,3252.19,4279.8,6270.85,25888,,,,,,18.5237
2496,985.995,16.8299,2296.19,4502.08,6268.47,25889,,,,,,16.8299
5760,1521.32,22.2403,2543.76,1360.13,6274.62,25890,,,,,,22.2403
3392,1215.78,18.6417,3806.58,1456.61,6274.86,25891,,,,,,18.6417
9728,2244.44,26.4855,2442.32,1480.05,6277.22,25892,,,,,,26.4855
1408,574.603,13.906,3329.87,1523.65,6271.48,25893,,,,,,13.906
5056,1384.11,21.2946,2586.65,1631.71,6274.58,25894,,,,,,21.2946
3264,1098.3,18.4042,2639.35,2058.55,6275.79,25895,,,,,,18.4042
1344,562.603,13.692,3370.38,2077.01,6269.98,25896,,,,,,13.692
1344,553.49,13.692,3282.77,2198.34,6270.93,25897,,,,,,13.692
3840,1266.5,19.4287,2269.96,2290.7,6277.4,25898,,,,,,19.4287
14784,2925.56,30.4507,2800.5,2412.23,6282.71,25899,,,,,,30.4507
3712,1134.37,19.2104,2432.89,3736.69,6272.72,25900,,,,,,19.2104
2048,770.657,15.7559,2951.58,4270.48,6273.93,25901,,,,,,15.7559
3072,1007.32,18.036,3001.96,4525.19,6272.76,25902,,,,,,18.036
2112,768.882,15.9184,2784.17,4713.65,6274.33,25903,,,,,,15.9184
3264,1172.71,18.4042,2943.74,1071.26,6277.68,25904,,,,,,18.4042
115136,12612,60.3584,3414.79,1319.43,6297.16,25905,,,,,,60.3584
1728,667.494,14.8884,2736.73,1638.95,6277.89,25906,,,,,,14.8884
1344,556.76,13.692,2603.53,1724.82,6274.17,25907,,,,,,13.692
9728,2176.27,26.4855,3092.93,1748.92,6284.12,25908,,,,,,26.4855
3328,1042.77,18.5237,3308.57,1943.72,6277.62,25909,,,,,,18.5237
2176,766.28,16.0776,2224.6,2060.75,6276.93,25910,,,,,,16.0776
1600,634.644,14.5113,4065.04,3174.62,6274.13,25911,,,,,,14.5113
20160,3606.65,33.7674,3397.93,3652.14,6286.86,25912,,,,,,33.7674
1408,567.908,13.906,2614.77,3990.56,6274.75,25913,,,,,,13.906
1472,593.115,14.1136,3034.78,4192.84,6274.58,25914,,,,,,14.1136
4480,1430.43,20.4531,2904.73,4202.93,6279.27,25915,,,,,,20.4531
7296,2084.43,24.0637,2587.55,4212.79,6281.46,25916,,,,,,24.0637
6528,2260.43,23.1879,2906.72,4329.85,6284.15,25917,,,,,,23.1879
7424,1837.28,24.2036,2198.23,4423.79,6280.45,25918,,,,,,24.2036
1536,655.572,14.3152,2978.62,4530.94,6277.6,25919,,,,,,14.3152
4288,1269.77,20.1567,3864.51,4650.68,6277.44,25920,,,,,,20.1567
4928,1731.94,21.1134,3489.76,4725.34,6284.23,25921,,,,,,21.1134
5568,1523.42,21.9904,3793.53,4727.01,6279.94,25922,,,,,,21.9904
1920,721.403,15.4206,3823.36,1059.9,6282.93,25923,,,,,,15.4206
1600,672.59,14.5113,2507.6,1311.58,6279.73,25924,,,,,,14.5113
3968,1192.99,19.6422,3075.6,1607.62,6283.71,25925,,,,,,19.6422
1664,652.251,14.7023,2378.03,1859.1,6280.93,25926,,,,,,14.7023
3200,1021.87,18.2831,3657.52,3349.18,6281.65,25927,,,,,,18.2831
1600,642.982,14.5113,3540.08,3576.38,6278.45,25928,,,,,,14.5113
7296,1785.52,24.0637,2429.31,3595.56,6285.81,25929,,,,,,24.0637
5696,1518.87,22.1577,2521.38,3634.16,6285.81,25930,,,,,,22.1577
7616,1848.24,24.4105,2499.12,3715.81,6284.21,25931,,,,,,24.4105
2112,928.141,15.9184,3126.71,3770.74,6283.3,25932,,,,,,15.9184
