chushi.resampled.Label-Analysis,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,
4864,1362,21.0216,3612.96,4566.94,1121.56,374,,,21.0216
10816,2382.96,27.4382,2610.67,4603.58,1128.66,375,,,27.4382
3776,1394.95,19.3202,2176.58,4660.26,1126.32,376,,,19.3202
1408,596.384,13.906,2884.23,4770.56,1120.93,377,,,13.906
32512,5057.49,39.5988,3564.92,4865.24,1134.47,378,,,39.5988
41152,5894.11,42.8349,3186.89,4928.59,1136.8,379,,,42.8349
27904,4555.34,37.6319,2540.18,1086.3,1134.21,380,,,37.6319
3200,1031.7,18.2831,2240.64,1513.74,1125.81,381,,,18.2831
3136,1025.78,18.1604,2213.9,1780.9,1125.87,382,,,18.1604
1728,676.631,14.8884,2733.33,1854.36,1123.52,383,,,14.8884
47936,7745.62,45.07,3159.84,2207.18,1143.45,384,,,45.07
1472,585.751,14.1136,4067.3,3683.45,1123.28,385,,,14.1136
33792,5385.12,40.1118,3843.64,4340.92,1138.67,386,,,40.1118
1856,702.971,15.2473,2901.71,4519.24,1126.1,387,,,15.2473
3328,1051.11,18.5237,2168.65,4617.72,1127.7,388,,,18.5237
3840,1190.39,19.4287,2386.16,4685.64,1128,389,,,19.4287
2368,822.176,16.5372,3004.58,4720.62,1124.23,390,,,16.5372
2176,781.472,16.0776,2617.07,5017.22,1125.64,391,,,16.0776
123904,13206.1,61.8532,3787.99,897.27,1162.08,392,,,61.8532
2176,786.751,16.0776,3217.9,1082.63,1129.87,393,,,16.0776
4288,1487.76,20.1567,2442.36,1115.04,1132.19,394,,,20.1567
3136,1037.75,18.1604,3965.65,1232.49,1130.2,395,,,18.1604
3072,989.551,18.036,2358.46,1465.6,1128.43,396,,,18.036
2048,751.89,15.7559,2642.96,1526.73,1130.43,397,,,15.7559
1984,736.647,15.5901,2669.41,1744.78,1129.77,398,,,15.5901
11328,2540.94,27.8645,2542.12,2274.27,1137.17,399,,,27.8645
1600,634.486,14.5113,3228.88,2454.3,1128.69,400,,,14.5113
1664,709.534,14.7023,2305.11,3919.1,1127.39,401,,,14.7023
366016,46041.4,88.7498,3354.14,3984.96,1186.12,402,,,88.7498
70848,10179.1,51.3385,3642.74,4345.57,1145.44,403,,,51.3385
5888,1937.71,22.4039,2210.61,4808.23,1140.58,404,,,22.4039
1344,574.287,13.692,2545.24,4813.2,1126.55,405,,,13.692
3712,1137.21,19.2104,2205.78,4846.62,1129.28,406,,,19.2104
4544,1334.32,20.5501,3780.87,1036.4,1137.3,407,,,20.5501
168128,18969.3,68.4774,3435.62,1184.32,1162.53,408,,,68.4774
4608,1317.61,20.6461,2623.35,1346.05,1136.49,409,,,20.6461
1408,586.366,13.906,3756.23,1843.28,1129.84,410,,,13.906
1920,724.082,15.4206,2742.29,1891.64,1133.86,411,,,15.4206
2432,831.444,16.6848,2352.32,2205.42,1132.19,412,,,16.6848
24000,4729.06,35.788,3579.71,3522.56,1146.73,413,,,35.788
37696,5986.12,41.6005,3739.48,4066.76,1143.45,414,,,41.6005
2240,804.515,16.2337,2836.67,4415.33,1132.76,415,,,16.2337
6144,1787.89,22.724,2988.54,4578.02,1139.22,416,,,22.724
10176,2242.1,26.886,3968.69,4658.27,1140.37,417,,,26.886
1664,649.087,14.7023,2911.73,5067.72,1132.62,418,,,14.7023
1408,598.157,13.906,2362.59,1067.47,1133.84,419,,,13.906
1536,619.322,14.3152,2416.62,1142.1,1137.76,420,,,14.3152
241408,25260.6,77.2534,2963.91,1573.95,1171.04,421,,,77.2534
2496,882.268,16.8299,2298.34,1652.13,1136.16,422,,,16.8299
12480,2608.91,28.7788,2702.12,2783,1145.52,423,,,28.7788
7744,1872.54,24.5465,2924.34,3514.28,1139.63,424,,,24.5465
1536,625.113,14.3152,2547.29,4025.6,1136.93,425,,,14.3152
27328,4563.29,37.3712,3268.18,4129.65,1150.29,426,,,37.3712
152512,22097.3,66.288,3188.44,4224.4,1168.86,427,,,66.288
12032,2543.54,28.4302,2677.81,4468.55,1144.91,428,,,28.4302
1536,619.322,14.3152,2209.12,4826.27,1137.43,429,,,14.3152
3776,1166.89,19.3202,3561.8,997.272,1144.08,430,,,19.3202
20288,3746.96,33.8387,2342.55,1343.62,1152.95,431,,,33.8387
16896,3222.36,31.8367,3993.94,3662.95,1149.02,432,,,31.8367
36160,5421.5,41.0277,3912.97,4002.47,1155.5,433,,,41.0277
3648,1123.97,19.0994,3293.06,4107.03,1141.67,434,,,19.0994
1600,628.696,14.5113,2190.8,4212.38,1138.77,435,,,14.5113
1664,646.434,14.7023,3819.26,4277.1,1139.39,436,,,14.7023
3392,1247.35,18.6417,2390.96,4353.52,1142.4,437,,,18.6417
14336,2857.43,30.14,3457.22,4751.87,1146.72,438,,,30.14
3072,975.161,18.036,3699.12,4841.1,1140.93,439,,,18.036
1856,707.988,15.2473,2877.3,5118.41,1142.52,440,,,15.2473
23360,4120.43,35.467,2339.9,1392.34,1153.8,441,,,35.467
19584,3615.04,33.4427,2629.86,1896.82,1155.26,442,,,33.4427
2048,819.522,15.7559,2406.96,3583.6,1143.68,443,,,15.7559
43392,6565.75,43.5984,3286.3,3911.07,1162.02,444,,,43.5984
3712,1286.84,19.2104,3870.61,4017.52,1150.93,445,,,19.2104
2752,941.143,17.3867,3863.51,4157.8,1147.86,446,,,17.3867
20800,5237.82,34.121,3101.6,4391.76,1154.87,447,,,34.121
29568,4697.76,38.3655,2851.05,4745.61,1155.62,448,,,38.3655
1728,664.095,14.8884,2796.73,4805.18,1143.97,449,,,14.8884
1472,598.211,14.1136,2992,5083.28,1143.8,450,,,14.1136
46080,6581.67,44.4807,3464.2,855.486,1164,451,,,44.4807
8320,2052.53,25.1406,2341.29,1432.09,1153.82,452,,,25.1406
2112,774.855,15.9184,3087.2,1709.16,1148.75,453,,,15.9184
1728,660.852,14.8884,2580.73,1750.81,1146.64,454,,,14.8884
13184,2745.49,29.31,3731.67,1938.87,1157.01,455,,,29.31
1600,640.329,14.5113,2746.64,2030.3,1149.49,456,,,14.5113
78144,11110.7,53.0435,3363.59,2087.34,1172.18,457,,,53.0435
2688,928.404,17.2508,2382.48,2211.2,1149.88,458,,,17.2508
103296,12866.9,58.2141,2805.93,3089.59,1173.5,459,,,58.2141
1344,575.194,13.692,2873.24,3637.01,1147.69,460,,,13.692
35840,5469.38,40.9063,2318.63,3738.1,1161.28,461,,,40.9063
3008,990.192,17.9099,2974.7,3901.74,1149.23,462,,,17.9099
8256,1947.11,25.0759,3577.22,4960.53,1154.28,463,,,25.0759
1408,585.856,13.906,2413.5,1583.47,1148.93,464,,,13.906
2752,915.014,17.3867,2795.24,1633.15,1152.7,465,,,17.3867
35648,5498.55,40.8331,2753.89,1715.12,1168.03,466,,,40.8331
103424,13794.2,58.2382,3422.69,1878.25,1183,467,,,58.2382
3072,1010.67,18.036,2992.37,2333.19,1153.68,468,,,18.036
10624,2362.77,27.2749,3998.72,4017.15,1160.64,469,,,27.2749
1792,685.232,15.07,3072.81,4119.96,1152.65,470,,,15.07
224768,27895.6,75.436,3370.8,4276.28,1196.15,471,,,75.436
7488,1841.31,24.2729,3569.04,4380.88,1157.87,472,,,24.2729
222720,18404.3,75.2062,2241.75,4646.19,1183.37,473,,,75.2062
1408,580.577,13.906,2482.23,4779.47,1151.84,474,,,13.906
3840,1182.75,19.4287,2879.89,2866.7,1159.06,475,,,19.4287
2048,750.423,15.7559,3942.71,3525.23,1157.93,476,,,15.7559
18752,3411.99,32.9622,2294.67,3533.29,1168.3,477,,,32.9622
1344,562.603,13.692,3794,4641.01,1155.5,478,,,13.692
1920,717.493,15.4206,2888.16,4683.24,1158.26,479,,,15.4206
2176,795.835,16.0776,2597.54,4703.34,1158.23,480,,,16.0776
82048,11113,53.9125,3542.95,4749.07,1182.28,481,,,53.9125
72320,8807.81,51.6916,2441.81,1016.55,1180.48,482,,,51.6916
4992,1413.8,21.2044,3255.01,1687.77,1162.37,483,,,21.2044
2112,762.267,15.9184,2865.14,1893.77,1159.42,484,,,15.9184
1344,556.733,13.692,2269.24,4206.34,1159.5,485,,,13.692
26048,5383.62,36.7783,3509.63,4231.88,1176.62,486,,,36.7783
5888,1541.65,22.4039,3742.78,4283.93,1163.54,487,,,22.4039
2880,934.789,17.6522,3016.82,4484.97,1162.13,488,,,17.6522
78720,9051.43,53.1735,2253.97,4524.21,1180.09,489,,,53.1735
5312,1469.95,21.6481,2673.66,4680.89,1164.14,490,,,21.6481
17664,4101.7,32.312,2560.94,4880.71,1173.03,491,,,32.312
5056,1399.54,21.2946,3755.77,4999.66,1163.59,492,,,21.2946
3200,1058.7,18.2831,2519.36,712.863,1164.05,493,,,18.2831
9664,2583.18,26.4273,3111.96,1313.54,1174.11,494,,,26.4273
1728,677.765,14.8884,2543.99,1470.66,1162.49,495,,,14.8884
3712,1155.07,19.2104,3096.54,1665.65,1166.52,496,,,19.2104
15232,3038.36,30.7553,3489.09,1714.35,1170.93,497,,,30.7553
1344,577.046,13.692,2667.34,2525.77,1165.41,498,,,13.692
1664,646.486,14.7023,2962.65,3386.64,1165.39,499,,,14.7023
7424,1865.61,24.2036,2664.2,3843.45,1169.69,500,,,24.2036
4736,1372.93,20.8355,3054.79,3866.83,1168.44,501,,,20.8355
6016,1622.26,22.5651,2902.4,4103.95,1169.78,502,,,22.5651
5824,1916.13,22.3224,3436.63,4415.01,1167.46,503,,,22.3224
2368,817.053,16.5372,2176.47,4532.94,1164.23,504,,,16.5372
2368,847.357,16.5372,2899.82,4592.18,1166.28,505,,,16.5372
53056,7378.28,46.6207,3654.11,1183.08,1181.61,506,,,46.6207
1536,622.643,14.3152,2460.62,1525.27,1166.43,507,,,14.3152
3008,994.516,17.9099,3294.62,1780.72,1171.87,508,,,17.9099
3328,1059.32,18.5237,2322.96,2086.03,1170.01,509,,,18.5237
4800,1374.89,20.929,3011.76,2876.7,1173.44,510,,,20.929
22976,3964.55,35.2716,2363.8,3228.99,1181.01,511,,,35.2716
2048,757.761,15.7559,3151.08,3327.73,1167.56,512,,,15.7559
3968,1217.61,19.6422,3443.47,3617.62,1169.19,513,,,19.6422
2624,898.076,17.1128,2323.64,3863.79,1172.2,514,,,17.1128
1664,643.861,14.7023,2867.73,4114.33,1166.93,515,,,14.7023
11840,2557.21,28.2782,2713.94,4207.47,1177.46,516,,,28.2782
1664,649.704,14.7023,2914.19,4276.33,1166.78,517,,,14.7023
1728,664.042,14.8884,3479.7,4926.66,1170.49,518,,,14.8884
1728,688.449,14.8884,2337.03,1512.73,1171.52,519,,,14.8884
181056,18599.3,70.1894,2760.16,1627.18,1200.88,520,,,70.1894
6464,1677.52,23.1118,2650.36,2549.99,1175.41,521,,,23.1118
3520,1091.76,18.8733,2601.14,2573.36,1175.08,522,,,18.8733
15616,3365.72,31.0116,3746.68,3260.61,1183.8,523,,,31.0116
2304,843.183,16.3868,2714.96,4174.33,1172.6,524,,,16.3868
3520,1117.87,18.8733,2866.59,4662.45,1176.17,525,,,18.8733
1792,687.06,15.07,2487.96,1451.1,1174.93,526,,,15.07
4608,1548.16,20.6461,2539.85,1450.05,1182.54,527,,,20.6461
18624,3450.19,32.887,3794.83,1589.45,1188.47,528,,,32.887
1344,562.68,13.692,2304.48,1873.96,1175.5,529,,,13.692
12416,2620.44,28.7295,2671.97,1882.34,1183.63,530,,,28.7295
3200,1035.74,18.2831,3209.44,2106.3,1178.13,531,,,18.2831
1408,593.036,13.906,2953.14,3216.38,1176.02,532,,,13.906
28928,4906.18,38.0867,3233.58,3615.39,1189.21,533,,,38.0867
21504,3978.29,34.5017,3821.19,4063.69,1185.55,534,,,34.5017
74304,9752.51,52.16,2668.77,4077.21,1198.35,535,,,52.16
2432,852.505,16.6848,3010.11,4299.42,1176.51,536,,,16.6848
1408,577.873,13.906,3581.32,4431.47,1174.75,537,,,13.906
26688,4355.04,37.0771,2511.52,4560.51,1188.22,538,,,37.0771
2560,897.432,16.9726,3195.56,759.003,1181.63,539,,,16.9726
1728,669.217,14.8884,3993.33,1091.84,1179.38,540,,,14.8884
28224,5289.83,37.7752,3226.04,2319.77,1196.53,541,,,37.7752
1408,577.898,13.906,3674.41,2974.56,1181.48,542,,,13.906
3200,1031.83,18.2831,3864.56,3205.42,1183.89,543,,,18.2831
6272,1634.88,22.8807,3791.77,3294.41,1185.87,544,,,22.8807
1792,687.702,15.07,4020.96,3984.39,1179.36,545,,,15.07
44544,6400.61,43.9808,3069.98,4306.82,1195.42,546,,,43.9808
3520,1154.12,18.8733,3206.45,4382.08,1185.55,547,,,18.8733
83584,9565.56,54.2469,3970.13,4379,1201.89,548,,,54.2469
68992,8718.2,50.8862,2683.91,4661.65,1200.09,549,,,50.8862
2432,1055.95,16.6848,2295.06,4953.73,1179.67,550,,,16.6848
6016,1668.58,22.5651,2877.34,1005.74,1188.21,551,,,22.5651
4288,1259.09,20.1567,2460.21,1144.95,1186.04,552,,,20.1567
3456,1090.91,18.7582,3729.47,1381.47,1187.08,553,,,18.7582
1472,595.688,14.1136,2497.22,1535.97,1182.41,554,,,14.1136
1344,553.518,13.692,3918.96,1823.86,1183.12,555,,,13.692
1536,621.765,14.3152,3557.96,3068.1,1184.76,556,,,14.3152
1856,706.241,15.2473,4081.72,4241.31,1183.48,557,,,15.2473
1728,673.259,14.8884,3244.29,4353.47,1185.45,558,,,14.8884
1408,580.393,13.906,3039.87,4562.38,1185.3,559,,,13.906
1920,726.605,15.4206,3148.16,4742.44,1183.46,560,,,15.4206
3328,1069.36,18.5237,3838.65,4991.49,1186.09,561,,,18.5237
4288,1282.69,20.1567,3622.48,763.998,1190.51,562,,,20.1567
1792,685.18,15.07,2830.1,1296.67,1187.36,563,,,15.07
51520,8042.21,46.1664,2258.78,1657.14,1203.39,564,,,46.1664
103168,13672.2,58.1901,3823.44,1890.87,1214.82,565,,,58.1901
3776,1177.75,19.3202,2923.57,3463.78,1190.8,566,,,19.3202
2240,804.305,16.2337,2540.78,3594.07,1189.67,567,,,16.2337
106816,15925.6,58.868,4047.62,3776.28,1230.26,568,,,58.868
1984,766.23,15.5901,2436.76,3852.78,1189.12,569,,,15.5901
3392,1080.54,18.6417,2340.31,3858.35,1190.55,570,,,18.6417
174656,19585.4,69.3524,2553.78,4170.62,1211.94,571,,,69.3524
7424,2235.37,24.2036,3229.44,4304.34,1191.21,572,,,24.2036
4736,1337.15,20.8355,2646.25,4517.64,1191.09,573,,,20.8355
1920,745.863,15.4206,3851.62,935.103,1192.66,574,,,15.4206
1920,717.441,15.4206,3388.56,1127.77,1190.8,575,,,15.4206
3264,1052.73,18.4042,2659.51,1212.36,1195.95,576,,,18.4042
1408,580.524,13.906,2652.96,1435.83,1189.48,577,,,13.906
3968,1201.7,19.6422,3083.28,1654.26,1194.93,578,,,19.6422
90560,11807.6,55.7159,2701.86,1783.04,1223.21,579,,,55.7159
4096,1207.81,19.8512,3985.83,1921.67,1195.37,580,,,19.8512
43328,6647.98,43.5769,3112.45,1934.94,1208.38,581,,,43.5769
2496,870.348,16.8299,2730.24,3790.9,1193.09,582,,,16.8299
1920,717.466,15.4206,3068.69,4107.1,1191.6,583,,,15.4206
2112,766.413,15.9184,4043.56,4178.25,1192.14,584,,,15.9184
4096,1426.44,19.8512,2622.21,4411.85,1198.62,585,,,19.8512
22080,3824.23,34.807,2634.65,4641.21,1202.76,586,,,34.807
1792,679.364,15.07,2934.1,4787.67,1190.79,587,,,15.07
2688,924.337,17.2508,3220,4869.2,1191.5,588,,,17.2508
4736,1346.11,20.8355,2221.71,4877.75,1196.61,589,,,20.8355
6336,1879.11,22.9583,2575.2,4915.02,1195.62,590,,,22.9583
5184,1449.99,21.4728,2284.54,1005.92,1198.34,591,,,21.4728
3072,989.84,18.036,2461.62,1196.85,1197.68,592,,,18.036
3072,1079.61,18.036,3937.96,1293.19,1198.68,593,,,18.036
4992,1399.51,21.2044,2308.55,1824.38,1200.16,594,,,21.2044
2624,909.199,17.1128,3628.13,1882.61,1196.49,595,,,17.1128
1344,580.445,13.692,3154.19,1890.34,1193.79,596,,,13.692
41728,5999.14,43.0338,2553.05,2045.6,1213.18,597,,,43.0338
4672,1321.68,20.7412,2455.89,2615.65,1199.04,598,,,20.7412
8320,1955.58,25.1406,2945.08,3200.36,1201.45,599,,,25.1406
1600,627.792,14.5113,2726.96,3510.46,1195.57,600,,,14.5113
2560,886.311,16.9726,2196.26,3855.2,1196.53,601,,,16.9726
5120,1552.44,21.3841,2957.36,4036.5,1196.88,602,,,21.3841
4032,1198.02,19.7473,2631.53,4366.85,1197.79,603,,,19.7473
8448,2152.37,25.2688,4046.84,4400.47,1207.48,604,,,25.2688
3968,1232.78,19.6422,3718.76,4515.3,1198.22,605,,,19.6422
2176,798.307,16.0776,3894.84,4635.46,1197.75,606,,,16.0776
3264,1043.49,18.4042,2282.17,4759.42,1196.81,607,,,18.4042
60928,8156.2,48.8209,3476.97,931.788,1221.53,608,,,48.8209
1536,613.374,14.3152,3055.46,1051.1,1201.76,609,,,14.3152
3840,1180.74,19.4287,3514.89,1213.1,1201.2,610,,,19.4287
3520,1107.62,18.8733,3748.77,1314.3,1200.53,611,,,18.8733
2432,945.499,16.6848,3962.54,1342.89,1200.62,612,,,16.6848
15296,2980.35,30.7983,3702.34,1508.86,1207.67,613,,,30.7983
1664,661.443,14.7023,3673.73,1825.26,1198.47,614,,,14.7023
3840,1178.5,19.4287,2628.76,1842.84,1202.26,615,,,19.4287
4480,1309.94,20.4531,2805.47,1893.96,1204.3,616,,,20.4531
36160,6051.14,41.0277,2933.52,1976.92,1212.31,617,,,41.0277
5632,1560.42,22.0744,3032.87,3329.78,1204.7,618,,,22.0744
3840,1162,19.4287,3001.16,3642.24,1204.26,619,,,19.4287
2176,801.89,16.0776,2467.54,3946.51,1199.64,620,,,16.0776
143424,16079.3,64.9443,3036.56,4091.66,1225.97,621,,,64.9443
1664,643.035,14.7023,3223.73,4118.95,1202.47,622,,,14.7023
3520,1085.89,18.8733,3244.56,4157.5,1202.71,623,,,18.8733
11712,2479.14,28.1759,2878.85,4318.91,1207,624,,,28.1759
6272,1620.66,22.8807,3363.9,4527.47,1204.36,625,,,22.8807
3968,1175.44,19.6422,2865.6,4544.01,1202.09,626,,,19.6422
1728,684.302,14.8884,3062.66,4544.73,1201.15,627,,,14.8884
7232,1898.29,23.9931,2265.82,4893.69,1202.9,628,,,23.9931
4992,1426.41,21.2044,3925.62,5011.82,1202.11,629,,,21.2044
3968,1235.32,19.6422,2329.41,5028.91,1202.35,630,,,19.6422
27136,4551.24,37.2834,3940.11,1208.25,1211.99,631,,,37.2834
7936,1925.03,24.7477,3279.15,1294.75,1209.16,632,,,24.7477
12224,2579.48,28.5806,3726.87,2169.8,1211.25,633,,,28.5806
16896,3303.9,31.8367,3996.58,2223.42,1214.48,634,,,31.8367
2304,819.548,16.3868,2954.51,4304.33,1206.93,635,,,16.3868
95424,10385.7,56.6961,3849.7,4338.12,1223.78,636,,,56.6961
5248,1412.02,21.5608,3274.81,4399.4,1206.74,637,,,21.5608
1792,685.259,15.07,2178.1,4407.53,1205.36,638,,,15.07
1664,639.845,14.7023,3595.57,4447.1,1202.93,639,,,14.7023
2240,805.799,16.2337,3122.16,4767.45,1206.82,640,,,16.2337
7168,1793.58,23.9221,3183.85,846.71,1213.07,641,,,23.9221
50560,7390.04,45.8778,3066.81,1253.69,1225.35,642,,,45.8778
3520,1115.35,18.8733,3128.56,1691.25,1208.9,643,,,18.8733
19648,3535.88,33.4791,2570.11,2798.71,1217.19,644,,,33.4791
2432,860.948,16.6848,2873.69,4388.26,1208.62,645,,,16.6848
5568,1509.9,21.9904,3499.19,4462.23,1214.29,646,,,21.9904
1728,666.642,14.8884,3285.47,4703.25,1207.08,647,,,14.8884
6848,1720.38,23.5607,3371.33,4719.66,1212.84,648,,,23.5607
1472,588.915,14.1136,2266.09,4863.28,1206.76,649,,,14.1136
3584,1099.21,18.987,3175.1,1228.96,1214.5,650,,,18.987
1600,640.408,14.5113,2684.88,1310.46,1213.49,651,,,14.5113
5504,1509.98,21.9058,2292.26,1395.75,1216.33,652,,,21.9058
1728,673.284,14.8884,4041.62,1473.77,1211.23,653,,,14.8884
51712,7456.31,46.2237,3951.7,1800.94,1235.6,654,,,46.2237
3072,996.09,18.036,3892.29,1823.69,1212.18,655,,,18.036
20992,3812.55,34.2257,2765.58,2093.02,1224.69,656,,,34.2257
8064,1962.17,24.88,2735.27,2537.33,1216.65,657,,,24.88
5952,1618.92,22.4848,3738.83,2925.51,1218.2,658,,,22.4848
1792,702.787,15.07,3807.24,3280.67,1213.65,659,,,15.07
4224,1253.14,20.0559,3877.5,4200.92,1213.66,660,,,20.0559
2048,765.56,15.7559,3695.71,4474.23,1213.43,661,,,15.7559
3200,1034.33,18.2831,3714,4607.74,1212.93,662,,,18.2831
4096,1229.99,19.8512,2573.33,4646.92,1215.99,663,,,19.8512
1600,664.867,14.5113,2796.4,1065.66,1214.93,664,,,14.5113
6784,1926.37,23.4871,3467.82,1199.03,1220.21,665,,,23.4871
6464,1693.3,23.1118,3209.17,1267.38,1222.5,666,,,23.1118
1344,568.575,13.692,3074.77,2758.53,1216.65,667,,,13.692
43584,7438.55,43.6626,2887.37,3114.29,1234.72,668,,,43.6626
6208,1631.68,22.8026,3536.11,3577.04,1219.63,669,,,22.8026
14016,2814.44,29.9141,3102.99,3639.03,1223.04,670,,,29.9141
9088,2089.07,25.8915,2461.66,4130.31,1221.47,671,,,25.8915
3904,1208.99,19.5361,3966.56,4230.05,1218.28,672,,,19.5361
1344,553.518,13.692,3926.58,4474.34,1215.12,673,,,13.692
1856,702.865,15.2473,2558.13,4538,1215.35,674,,,15.2473
41280,5948.57,42.8792,3188.03,1098.68,1234.65,675,,,42.8792
5504,1694.64,21.9058,2515.84,1328.68,1220.7,676,,,21.9058
5824,1558.23,22.3224,2974.87,2591.81,1226.1,677,,,22.3224
1664,639.281,14.7023,3090.8,3098.95,1219.09,678,,,14.7023
2560,891.355,16.9726,3936.26,3346.4,1222.53,679,,,16.9726
2880,962.596,17.6522,2688.73,3677.86,1220.8,680,,,17.6522
2752,934.352,17.3867,2238.86,4300.5,1223.68,681,,,17.3867
16832,3534.45,31.7965,4010.52,4399.39,1231.45,682,,,31.7965
1408,583.714,13.906,2761.5,4588.01,1218.93,683,,,13.906
1792,687.676,15.07,2561.53,4624.67,1221.22,684,,,15.07
2496,864.53,16.8299,2629.21,4674.38,1222.32,685,,,16.8299
1344,587.958,13.692,3284.86,4681.58,1218.36,686,,,13.692
34944,5348.74,40.5625,3925.75,1060.88,1236.81,687,,,40.5625
8128,1975.14,24.9457,3030.04,2068.08,1229.26,688,,,24.9457
10944,2454.12,27.546,3006.14,2970.07,1233.9,689,,,27.546
2432,855.339,16.6848,3393.06,3695.42,1224.51,690,,,16.6848
1344,562.629,13.692,3708.29,4510.72,1225.22,691,,,13.692
2112,751.065,15.9184,3736.77,4657.04,1224.75,692,,,15.9184
1408,586.446,13.906,2677.32,986.557,1225.3,693,,,13.906
1984,760.358,15.5901,2349.02,1449.94,1229.12,694,,,15.5901
5504,1506.36,21.9058,2312.12,2228.68,1230.51,695,,,21.9058
10752,2521.16,27.384,3677.91,2761.1,1237.62,696,,,27.384
7680,1866.05,24.4787,3980.19,3296.7,1232.06,697,,,24.4787
3072,994.34,18.036,2215.46,3401.27,1230.51,698,,,18.036
5632,1497.5,22.0744,2534.55,3512.6,1231.66,699,,,22.0744
24576,4109.59,36.0721,2921.36,4032.03,1239.63,700,,,36.0721
1856,720.579,15.2473,2365.03,4083.24,1228.03,701,,,15.2473
3008,987.647,17.9099,3374.53,4379.44,1228.89,702,,,17.9099
4032,1203.06,19.7473,3490.83,4482.91,1228.9,703,,,19.7473
63040,7684.91,49.3787,2233.1,4661.7,1248.05,704,,,49.3787
22592,3905.48,35.074,2287.58,4698.43,1236.89,705,,,35.074
1728,666.642,14.8884,3739.1,4748.58,1227.38,706,,,14.8884
1728,660.93,14.8884,2207.85,4818.95,1227.23,707,,,14.8884
9536,2182.88,26.3101,3036.81,5004.36,1233.62,708,,,26.3101
1792,694.424,15.07,3156.38,1309.39,1230.65,709,,,15.07
2688,923.563,17.2508,2586.29,1348.15,1231.98,710,,,17.2508
2112,774.212,15.9184,3954.11,1451.47,1230.81,711,,,15.9184
3328,1062.02,18.5237,2542.03,3961.41,1235.24,712,,,18.5237
1472,601.505,14.1136,2906.61,4316.15,1232.5,713,,,14.1136
83904,10239.5,54.316,3305.8,952.641,1254.62,714,,,54.316
167360,24218.7,68.373,3075.05,964.423,1293.31,715,,,68.373
5504,1554.91,21.9058,3021.93,1054.92,1243.68,716,,,21.9058
17920,3391.46,32.4673,2412.06,1514.55,1244.36,717,,,32.4673
185408,20947.2,70.7473,2827.45,2044.92,1268.62,718,,,70.7473
22528,3906.8,35.0409,4015.15,2097.78,1247.81,719,,,35.0409
59200,8126.95,48.355,3675.89,2178.51,1254.38,720,,,48.355
1984,741.127,15.5901,2847.09,2211.36,1236.35,721,,,15.5901
42048,6185.21,43.1435,3272.62,2562.6,1258.02,722,,,43.1435
5056,1390.11,21.2946,3414.25,3635.2,1241.87,723,,,21.2946
1856,702.997,15.2473,4031.78,4079.38,1237.83,724,,,15.2473
4096,1208.26,19.8512,3863.46,4185.67,1238.43,725,,,19.8512
2816,940.299,17.5204,2996.05,4196.74,1236.75,726,,,17.5204
2240,952.037,16.2337,2632.1,4389.73,1238.25,727,,,16.2337
5312,1490.7,21.6481,2176.45,4404.31,1239.94,728,,,21.6481
368128,26333.3,88.9201,4002.19,4474.98,1273.73,729,,,88.9201
1664,643.087,14.7023,3706.96,4786.03,1235.09,730,,,14.7023
4032,1410.06,19.7473,3499.65,4786.47,1244.07,731,,,19.7473
2240,899.823,16.2337,3462.96,1181.39,1245.56,732,,,16.2337
1536,636.956,14.3152,3638.96,1219.77,1238.26,733,,,14.3152
874880,60195.3,118.663,2751.04,1454.34,1300.27,734,,,118.663
2304,828.843,16.3868,3316.29,1855.21,1240.15,735,,,16.3868
8256,1974.22,25.0759,2883.39,1858.73,1246.4,736,,,25.0759
74944,10589.1,52.3094,2765.84,2356.78,1259.51,737,,,52.3094
35392,8062.6,40.7351,3071.68,2701.11,1255.47,738,,,40.7351
3648,1121.42,19.0994,2722.04,2793.14,1243.91,739,,,19.0994
1600,636.982,14.5113,3171.28,3144.86,1239.73,740,,,14.5113
4800,1336.95,20.929,3550.58,3568.06,1243.3,741,,,20.929
1920,720.736,15.4206,2677.89,4054.7,1242.8,742,,,15.4206
2112,768.986,15.9184,2170.59,4286.38,1242.08,743,,,15.9184
3200,1078.91,18.2831,2249.6,910.063,1245.01,744,,,18.2831
1792,709.56,15.07,2458.24,1114.67,1244.5,745,,,15.07
5248,1444.1,21.5608,3453.49,1144.42,1246.59,746,,,21.5608
1472,610.668,14.1136,3129.74,1239.1,1245.02,747,,,14.1136
6144,1744.33,22.724,3842.66,2611.27,1249.18,748,,,22.724
4608,1305.69,20.6461,2418.23,3597.71,1247.21,749,,,20.6461
1344,562.575,13.692,3488.29,3613.39,1243.31,750,,,13.692
1920,721.56,15.4206,2442.42,4545.24,1244.8,751,,,15.4206
6208,1866.52,22.8026,3816.48,4645.21,1249.49,752,,,22.8026
12864,2655.32,29.0709,2767.63,4669.57,1251.85,753,,,29.0709
2624,878.87,17.1128,3733.01,4797.54,1243.81,754,,,17.1128
1728,669.4,14.8884,2766.22,930.51,1246.64,755,,,14.8884
2880,1049.41,17.6522,2779.67,1128.61,1249.33,756,,,17.6522
186432,16921.2,70.8773,2564.6,1159.04,1277.99,757,,,70.8773
