chushi.resampled.Label-Analysis,,,,,,,,,
Volume3d (?m^3) ,Area3d (?m^2) ,EqDiameter (?m) ,BaryCenterX (?m) ,BaryCenterY (?m) ,BaryCenterZ (?m) ,index,,,
43328,5999.52,43.5769,3337.1,4460.61,5819.81,15622,,,43.5769
9728,2324.67,26.4855,2500.56,1328.47,5819.64,15623,,,26.4855
1472,601.453,14.1136,3040.7,1556.32,5806.24,15624,,,14.1136
6848,1738.07,23.5607,2864.83,1630.62,5812.24,15625,,,23.5607
3072,996.245,18.036,2505.87,1889.35,5809.35,15626,,,18.036
3968,1216.73,19.6422,3854.76,2310.46,5810.67,15627,,,19.6422
1536,613.374,14.3152,2502.46,2367.77,5810.1,15628,,,14.3152
147712,14545.6,65.5852,2968.55,2395.75,5837.85,15629,,,65.5852
2816,929.459,17.5204,2306.5,3569.47,5808.75,15630,,,17.5204
1472,601.479,14.1136,3121.22,3855.8,5808.32,15631,,,14.1136
2560,891.355,16.9726,2850.06,3929.6,5809.33,15632,,,16.9726
4480,1310.45,20.4531,3164.27,4089.22,5812.65,15633,,,20.4531
2496,870.399,16.8299,2590.75,4093.56,5809.09,15634,,,16.8299
1344,573.698,13.692,3111.53,4154.34,5809.41,15635,,,13.692
1664,649.729,14.7023,2707.57,4163.41,5809.7,15636,,,14.7023
2752,948.584,17.3867,3119.24,4270.92,5810.56,15637,,,17.3867
4160,1244.69,19.9541,2399.2,1266.92,5815.12,15638,,,19.9541
27712,4988.86,37.5454,2277.54,1403.72,5825.2,15639,,,37.5454
157696,15709.5,67.0308,3087.5,1497.91,5840.29,15640,,,67.0308
22848,3878.12,35.206,3193.3,1627.66,5821.84,15641,,,35.206
38464,5781.76,41.8812,3939.14,1632.41,5821.25,15642,,,41.8812
239424,21150.5,77.0412,2888.12,1679.26,5847.78,15643,,,77.0412
17344,3318.68,32.1157,2432.34,1742.65,5819.64,15644,,,32.1157
1472,589.74,14.1136,2994.96,1740.32,5811.11,15645,,,14.1136
11840,2517.4,28.2782,2648.08,2074.04,5818.13,15646,,,28.2782
4928,1505.42,21.1134,2930.28,2861.08,5817.11,15647,,,21.1134
2688,930.231,17.2508,2800.38,3490.53,5811.6,15648,,,17.2508
1920,714.945,15.4206,3251.22,3516.04,5810.93,15649,,,15.4206
3072,1194.43,18.036,2999.54,4213.85,5815.76,15650,,,18.036
2240,798.435,16.2337,2881.13,4508.02,5813.67,15651,,,16.2337
12544,2674.43,28.8279,3533.26,1493.33,5825.93,15652,,,28.8279
1408,728.819,13.906,2409.14,1885.65,5818.39,15653,,,13.906
1472,601.453,14.1136,2585.56,1916.67,5814.58,15654,,,14.1136
10624,2699.37,27.2749,3681.49,2728.31,5823.32,15655,,,27.2749
5120,1443.27,21.3841,3648.16,3372.25,5820.03,15656,,,21.3841
6656,1693.89,23.3384,3528.38,3545.99,5819.59,15657,,,23.3384
1600,642.93,14.5113,3110.96,3636.7,5815.73,15658,,,14.5113
2368,817.053,16.5372,4032.25,3857.59,5817.09,15659,,,16.5372
1920,882.701,15.4206,3107.76,4010.7,5819.2,15660,,,15.4206
9600,2186.72,26.3688,3218.32,4142.01,5822.96,15661,,,26.3688
1472,589.74,14.1136,3505.74,4143.1,5814.76,15662,,,14.1136
10560,2383.86,27.22,2687.68,4177.5,5823.42,15663,,,27.22
3008,1034.99,17.9099,3841.59,4215.53,5824.21,15664,,,17.9099
47296,6423.4,44.8685,2836.43,1417.86,5834.04,15665,,,44.8685
1472,589.846,14.1136,3189.74,1723.45,5818.58,15666,,,14.1136
13888,2811.4,29.8227,3913.61,2155.78,5829.48,15667,,,29.8227
6144,1597.14,22.724,3135.62,2439.81,5823.85,15668,,,22.724
26176,4458.54,36.8385,3613.57,2789.24,5834.45,15669,,,36.8385
18240,5233.6,32.6594,2675.39,3022.18,5839,15670,,,32.6594
10624,2423.61,27.2749,2771.7,3463.78,5824.76,15671,,,27.2749
4288,1246.58,20.1567,3704.21,3575.76,5822.63,15672,,,20.1567
13376,2712.61,29.4516,3295.42,3640.6,5826.13,15673,,,29.4516
2432,855.367,16.6848,2941.48,3674.37,5820.09,15674,,,16.6848
1920,720.041,15.4206,2673.49,1491.37,5822.53,15675,,,15.4206
2176,789.3,16.0776,2250.25,1655.46,5825.28,15676,,,16.0776
2368,841.38,16.5372,3381.66,1655.32,5825.96,15677,,,16.5372
3776,1146.94,19.3202,2647.02,1753.41,5825.3,15678,,,19.3202
303616,25465.1,83.389,3014.98,1755.28,5862.13,15679,,,83.389
3392,1079.9,18.6417,3471.03,2069.52,5826.18,15680,,,18.6417
8192,2110.87,25.011,3905.3,2637.07,5831.24,15681,,,25.011
1472,595.61,14.1136,2565.74,3142.75,5822.41,15682,,,14.1136
1728,664.972,14.8884,2682.07,3319.1,5823.97,15683,,,14.8884
2304,820.402,16.3868,3333.51,3405.1,5826.6,15684,,,16.3868
8320,1949.91,25.1406,4040.25,3573.6,5829.12,15685,,,25.1406
1408,574.604,13.906,2889.5,3895.83,5822.02,15686,,,13.906
1344,553.596,13.692,2203.53,3970.34,5823.5,15687,,,13.692
7936,1904.14,24.7477,3383.6,3981.33,5830.45,15688,,,24.7477
1856,702.997,15.2473,2883.23,4101.72,5823.9,15689,,,15.2473
2752,915.145,17.3867,2996.63,4185.89,5825.91,15690,,,17.3867
3648,1112.95,19.0994,2209.27,4341.91,5826.44,15691,,,19.0994
2112,751.065,15.9184,2937.14,1437.04,5829.11,15692,,,15.9184
15552,3052.43,30.9691,3883.93,1453.69,5838.96,15693,,,30.9691
1472,598.158,14.1136,3034.43,1508.84,5829.54,15694,,,14.1136
1344,565.125,13.692,3089.81,1624.06,5827.12,15695,,,13.692
2624,882.112,17.1128,2427.74,1917.05,5828.3,15696,,,17.1128
1920,811.8,15.4206,4070.96,1978.97,5837.6,15697,,,15.4206
2240,825.392,16.2337,3757.24,2393.96,5830.82,15698,,,16.2337
11776,2477.65,28.2271,2738.98,3448.02,5835.45,15699,,,28.2271
3008,1027.68,17.9099,2705.25,3879.1,5826.76,15700,,,17.9099
1856,697.155,15.2473,3649.99,4007.1,5829.97,15701,,,15.2473
1728,797.278,14.8884,2886.51,4216.88,5831.08,15702,,,14.8884
12224,2710.81,28.5806,3023.46,1251.12,5839.83,15703,,,28.5806
7808,1886.85,24.6139,2461.87,1844.02,5836.37,15704,,,24.6139
1984,739.274,15.5901,3662.31,2015.49,5833.77,15705,,,15.5901
2496,870.348,16.8299,2998.24,2358.28,5833.19,15706,,,16.8299
37504,5526.24,41.5298,3781.8,2448.23,5845.44,15707,,,41.5298
95936,10579.9,56.7973,2689.52,3596.92,5855.45,15708,,,56.7973
43520,7293.62,43.6412,2296.12,3898.9,5849.89,15709,,,43.6412
1408,580.472,13.906,2312.05,4131.83,5832.2,15710,,,13.906
1408,574.498,13.906,3172.96,4143.83,5831.66,15711,,,13.906
3264,1238.59,18.4042,3095.03,4163.1,5837.6,15712,,,18.4042
1536,609.359,14.3152,2510.62,4527.77,5830.93,15713,,,14.3152
1792,687.65,15.07,2604.53,1516.82,5837.5,15714,,,15.07
4032,1470.08,19.7473,3717.88,2050.15,5840.33,15715,,,19.7473
44992,6196.23,44.1278,2477.96,2093.99,5850.07,15716,,,44.1278
1728,667.442,14.8884,3181.92,2681.33,5834.78,15717,,,14.8884
2176,772.177,16.0776,2792.96,3537.22,5836.93,15718,,,16.0776
4032,1201.75,19.7473,2501.5,3762.79,5838.17,15719,,,19.7473
25792,4452.33,36.6574,3784.6,3909.48,5849.53,15720,,,36.6574
3584,1141.73,18.987,2915.03,4040.46,5838.22,15721,,,18.987
39616,5749.26,42.2952,2991.45,4210.02,5852.32,15722,,,42.2952
3712,1124.67,19.2104,2652.89,4238.34,5838.72,15723,,,19.2104
6336,1650.43,22.9583,3090.67,4353.97,5839.13,15724,,,22.9583
14400,2901.12,30.1848,3500.81,4529.81,5845.67,15725,,,30.1848
3520,1117.92,18.8733,2631.03,1768.19,5842.86,15726,,,18.8733
10688,2376.88,27.3296,2245.78,1947.08,5848.18,15727,,,27.3296
5760,1527.9,22.2403,2822.87,2346.35,5842.71,15728,,,22.2403
2432,853.276,16.6848,3091.9,4048.26,5841.77,15729,,,16.6848
5504,1485.06,21.9058,2724.03,4514.68,5847.02,15730,,,21.9058
65664,9459.37,50.0545,3315.87,1279.63,5865.5,15731,,,50.0545
1536,622.538,14.3152,3956.96,1289.94,5843.6,15732,,,14.3152
9600,2171.94,26.3688,3008.34,1511.93,5848.66,15733,,,26.3688
1344,553.491,13.692,3129.81,1558.34,5843.69,15734,,,13.692
1536,633.609,14.3152,2254.29,1559.77,5843.93,15735,,,14.3152
312896,24085.5,84.2301,3710.39,1634.12,5882.97,15736,,,84.2301
3008,969.213,17.9099,2614.79,1665.06,5845.48,15737,,,17.9099
3136,997.457,18.1604,2605.24,1777.06,5844.16,15738,,,18.1604
4160,1205.1,19.9541,2522.46,2662.98,5845.02,15739,,,19.9541
2624,884.817,17.1128,3528.52,2734.03,5844.69,15740,,,17.1128
173632,15321.4,69.2166,2310.78,3780.96,5873.09,15741,,,69.2166
2368,894.885,16.5372,3323.06,4177.26,5846.82,15742,,,16.5372
1664,649.704,14.7023,2865.73,4246.33,5843.09,15743,,,14.7023
8640,2065.35,25.4588,2634.63,4329.98,5847.38,15744,,,25.4588
3968,1280.28,19.6422,3434.76,4458.14,5845.19,15745,,,19.6422
122176,13860.2,61.5643,3644.56,4475.27,5875.29,15746,,,61.5643
1344,604.8,13.692,3722.77,1403.67,5847.5,15747,,,13.692
4544,1293.92,20.5501,2670.56,1565.98,5850.93,15748,,,20.5501
1472,588.915,14.1136,2966.78,1610.23,5846.76,15749,,,14.1136
2240,925.109,16.2337,2699.98,1823.56,5853.79,15750,,,16.2337
6656,1691.03,23.3384,2387.07,1901.68,5851.89,15751,,,23.3384
1472,697.875,14.1136,2769.74,2229.19,5849.19,15752,,,14.1136
1344,562.707,13.692,3253.62,2410.53,5847.31,15753,,,13.692
13632,2795.88,29.6383,2998.28,2645.62,5857.37,15754,,,29.6383
1792,685.18,15.07,3162.1,2936.67,5846.79,15755,,,15.07
1600,646.173,14.5113,3853.68,3552.54,5847.09,15756,,,14.5113
1472,591.516,14.1136,3126.43,3899.28,5847.11,15757,,,14.1136
1664,646.33,14.7023,3108.96,4136.64,5847.85,15758,,,14.7023
4800,1340.08,20.929,2991.28,4151.21,5854.34,15759,,,20.929
6592,1691.24,23.2634,2607.5,1434.44,5854.08,15760,,,23.2634
1344,550.065,13.692,2966.96,1459.48,5851.31,15761,,,13.692
591808,38769.7,104.166,2666.52,1668.17,5893.46,15762,,,104.166
9344,2140.77,26.1323,3708.02,1858.5,5859.84,15763,,,26.1323
8768,2081.26,25.5839,3322.58,2512.56,5859.19,15764,,,25.5839
4608,1325.64,20.6461,3735.07,2960.77,5854.04,15765,,,20.6461
2176,784.125,16.0776,2370.13,3729.69,5854.7,15766,,,16.0776
3520,1082.55,18.8733,3876.7,3971.68,5856.17,15767,,,18.8733
1792,721.324,15.07,3114.96,4044.1,5853.79,15768,,,15.07
4800,1341.66,20.929,2726.26,4119.05,5858.18,15769,,,20.929
4800,1332.69,20.929,2887.6,4207.26,5855.68,15770,,,20.929
50880,6855.92,45.9744,2675.28,2207.51,5874.94,15771,,,45.9744
78592,8945.35,53.1447,3551.23,2213.27,5876.43,15772,,,53.1447
2944,973.254,17.782,3496.7,2911.8,5858.76,15773,,,17.782
44160,6518.13,43.8541,3307.91,3326.83,5873.34,15774,,,43.8541
7424,2847.72,24.2036,2891.99,4219.31,5876.1,15775,,,24.2036
27072,4441.06,37.2541,2866.41,4431.98,5867.76,15776,,,37.2541
1792,688.527,15.07,2501.67,1209.1,5858.5,15777,,,15.07
1600,628.721,14.5113,2611.28,1222.78,5861.65,15778,,,14.5113
3776,1155,19.3202,2448.11,1535.71,5862.05,15779,,,19.3202
77376,9016.7,52.8692,2287.48,1898.57,5881.91,15780,,,52.8692
32448,6120.08,39.5728,3375.49,1979.11,5875.17,15781,,,39.5728
3968,1188.72,19.6422,3641.67,2478.2,5863.71,15782,,,19.6422
2112,751.065,15.9184,2640.9,2968.92,5861.11,15783,,,15.9184
31680,4866.69,39.2581,2786.35,3199.87,5874.75,15784,,,39.2581
2496,897.303,16.8299,3174.24,3574.69,5861.39,15785,,,16.8299
1600,622.001,14.5113,3198.8,3942.3,5859.09,15786,,,14.5113
1472,731.34,14.1136,3004.35,4097.89,5859.97,15787,,,14.1136
138880,18277.9,64.2511,3842.23,4452.27,5895.36,15788,,,64.2511
1344,553.49,13.692,2599.72,1183.29,5862.93,15789,,,13.692
17984,3428.02,32.5059,4002.67,1304.03,5873.17,15790,,,32.5059
61376,8062.23,48.9403,3296.69,1522.31,5881.03,15791,,,48.9403
19776,3564.4,33.5516,3312.94,1743.65,5876.55,15792,,,33.5516
3200,1048.77,18.2831,2487.2,1807.9,5864.21,15793,,,18.2831
1472,604.028,14.1136,3239.48,1876.67,5865.02,15794,,,14.1136
2432,870.165,16.6848,3491.59,1923.52,5865.77,15795,,,16.6848
4608,1325.1,20.6461,2971.96,2148.33,5866.1,15796,,,20.6461
1984,738.422,15.5901,3625.67,2710.72,5865.9,15797,,,15.5901
11968,2961.79,28.3797,3551.73,3651.17,5874.14,15798,,,28.3797
1984,741.768,15.5901,3123.09,3854.07,5862.93,15799,,,15.5901
1536,621.765,14.3152,2936.96,4023.77,5864.93,15800,,,14.3152
30848,5231.97,38.9113,4035.62,4209.68,5875.09,15801,,,38.9113
7552,1848.91,24.3419,2344.31,1616.66,5872.97,15802,,,24.3419
1408,586.315,13.906,2220.59,1687.28,5869.11,15803,,,13.906
8768,2032.2,25.5839,2389.99,1932.65,5876.51,15804,,,25.5839
2560,1053.53,16.9726,3172.26,2064.8,5868.23,15805,,,16.9726
1664,655.467,14.7023,2756.65,2089.56,5869.85,15806,,,14.7023
2816,921.25,17.5204,2579.87,2449.1,5868.39,15807,,,17.5204
1856,856.493,15.2473,3830.27,4142,5871.35,15808,,,15.2473
1920,727.351,15.4206,3796.96,4233.1,5868.53,15809,,,15.4206
155776,17481.4,66.7576,3745.37,4433.42,5900.25,15810,,,66.7576
2112,772.176,15.9184,3108.9,1210.01,5872.99,15811,,,15.9184
99200,10978.4,57.4343,3102.41,1704.95,5895.33,15812,,,57.4343
8512,2027.84,25.3325,2900.34,1799.85,5878,15813,,,25.3325
1856,707.142,15.2473,2856.89,2114.96,5872.72,15814,,,15.2473
30208,6248.56,38.6404,3158.23,2194.47,5886.08,15815,,,38.6404
2752,921.841,17.3867,3437.84,4114.73,5872.88,15816,,,17.3867
6592,1717.7,23.2634,2832.86,4321.04,5876.95,15817,,,23.2634
19264,3516.2,33.2595,2656.36,4376.75,5882.55,15818,,,33.2595
1792,701.011,15.07,3550.24,4369.67,5873.5,15819,,,15.07
4160,1226.03,19.9541,3903.88,1610.86,5878.56,15820,,,19.9541
24128,4079.07,35.8515,2985.62,1703.67,5890.28,15821,,,35.8515
2304,822.817,16.3868,3654.29,1740.44,5877.26,15822,,,16.3868
6208,1627.26,22.8026,3404.19,2321.12,5882.15,15823,,,22.8026
30144,4776.94,38.6131,2823.89,2534.81,5887.66,15824,,,38.6131
1664,652.199,14.7023,3324.19,2537.87,5874.62,15825,,,14.7023
62720,8260.68,49.295,3214.85,2830.02,5897,15826,,,49.295
1408,567.908,13.906,3907.5,3590.92,5874.75,15827,,,13.906
2304,831.287,16.3868,2375.29,3730.21,5876.38,15828,,,16.3868
5632,1970.71,22.0744,2913.64,3992.42,5886.3,15829,,,22.0744
40000,6070.56,42.4314,3575.94,4066.34,5890.71,15830,,,42.4314
6016,1566.11,22.5651,2951.13,4082.46,5882.17,15831,,,22.5651
45632,6952.02,44.3361,2286.47,4141.46,5890.92,15832,,,44.3361
1920,726.578,15.4206,2650.42,4160.7,5875.86,15833,,,15.4206
2752,925.161,17.3867,2631.14,4329.89,5876.42,15834,,,17.3867
33024,5019.88,39.8056,3046,1202.6,5895.79,15835,,,39.8056
93504,10405.3,56.3133,3386.4,1761.47,5902.1,15836,,,56.3133
2304,820.347,16.3868,3971.51,2408.1,5882.49,15837,,,16.3868
16768,3317.36,31.7561,3520.57,2656.03,5889.07,15838,,,31.7561
95808,10532.1,56.772,2729.35,2964.57,5902.96,15839,,,56.772
39552,5655.3,42.2724,3349.09,4109.08,5892.96,15840,,,42.2724
1792,735.743,15.07,4060.24,4249.53,5883.5,15841,,,15.07
11008,2394.26,27.5996,3083.93,4374.52,5885.68,15842,,,27.5996
117248,12691.4,60.7252,3346.34,4498.8,5902.13,15843,,,60.7252
3584,1094.23,18.987,2755.67,1179.75,5884.86,15844,,,18.987
3776,1134.02,19.3202,2332.85,1391.17,5886.86,15845,,,19.3202
2304,799.288,16.3868,2416.29,1421.44,5884.6,15846,,,16.3868
169024,16019.4,68.5988,3084.67,1443.83,5917.97,15847,,,68.5988
15040,2982.61,30.6255,2988.68,1520.82,5893.04,15848,,,30.6255
3328,1059.35,18.5237,3173.57,1706.49,5887.55,15849,,,18.5237
2048,747.979,15.7559,3851.33,1780.35,5886.06,15850,,,15.7559
1408,574.525,13.906,2504.05,1911.1,5882.75,15851,,,13.906
33536,5088.11,40.0102,3710.83,2283.72,5899.49,15852,,,40.0102
19392,3530.36,33.333,2511.37,2500.25,5895.05,15853,,,33.333
7488,1844.04,24.2729,2441.28,2846.35,5889.05,15854,,,24.2729
19648,3709.86,33.4791,2436.13,3662.65,5890.63,15855,,,33.4791
4352,1611.32,20.2565,2803.84,3959.1,5884.34,15856,,,20.2565
8832,2040.44,25.646,2945.45,4025.02,5888.41,15857,,,25.646
2304,818.933,16.3868,2862.18,4206.99,5885.04,15858,,,16.3868
187456,18055.7,71.0069,3152.04,1300.13,5922.52,15859,,,71.0069
2304,816.228,16.3868,3225.96,1345.88,5889.49,15860,,,16.3868
3456,1099.1,18.7582,3396.36,1535.62,5890.49,15861,,,18.7582
6656,1885.9,23.3384,3037.23,1615.68,5894.05,15862,,,23.3384
1472,598.158,14.1136,2873.57,1802.58,5889.19,15863,,,14.1136
1408,580.446,13.906,3169.32,3922.38,5888.02,15864,,,13.906
2240,795.863,16.2337,3340.9,4181.62,5888.19,15865,,,16.2337
1344,565.922,13.692,2768.86,1219.86,5891.31,15866,,,13.692
2368,833.246,16.5372,2278.09,1442.24,5892.66,15867,,,16.5372
122688,12297.9,61.6502,3539.25,1629.87,5918.54,15868,,,61.6502
3968,1196.37,19.6422,2556.89,1727.23,5894.16,15869,,,19.6422
1536,764.219,14.3152,3547.29,1822.27,5894.6,15870,,,14.3152
3520,1093.21,18.8733,2362.45,2079.25,5892.9,15871,,,18.8733
2240,805.158,16.2337,3328.1,2146.19,5892.42,15872,,,16.2337
62208,10272,49.1605,3478.4,3144.11,5916.45,15873,,,49.1605
6656,1730.6,23.3384,3773.57,3216.41,5898.05,15874,,,23.3384
1600,627.792,14.5113,2859.6,3775.1,5891.57,15875,,,14.5113
2496,855.157,16.8299,2276.08,4185.15,5893.91,15876,,,16.8299
3200,1031.67,18.2831,3772.24,4379.9,5892.13,15877,,,18.2831
5376,1451.87,21.7347,2413.96,4443.91,5895.26,15878,,,21.7347
43200,8003.21,43.534,2468.19,1506.31,5923.77,15879,,,43.534
2816,981.056,17.5204,2536.68,1754.83,5895.02,15880,,,17.5204
48128,7280.9,45.1301,3935.73,3471.05,5910.76,15881,,,45.1301
73664,9023.61,52.0099,2550.96,3546.2,5921.24,15882,,,52.0099
1920,720.329,15.4206,3455.36,3692.04,5894.8,15883,,,15.4206
4672,1343.61,20.7412,2665.37,4032.03,5900.58,15884,,,20.7412
7040,1781.4,23.7789,2617.87,4092.96,5900.24,15885,,,23.7789
2432,843.261,16.6848,4065.38,4106.26,5896.93,15886,,,16.6848
1728,664.33,14.8884,2227.55,4110.95,5896.26,15887,,,14.8884
1408,699.518,13.906,3187.14,4162.38,5897.11,15888,,,13.906
299392,22815.9,83.0005,3573.65,4270.05,5930.97,15889,,,83.0005
1728,667.441,14.8884,3740.88,4375.7,5895.08,15890,,,14.8884
1408,577.203,13.906,3767.5,1878.01,5898.75,15891,,,13.906
1472,608.147,14.1136,3139.83,2293.02,5899.28,15892,,,14.1136
97920,15744.4,57.1862,2891.5,2572.71,5934.24,15893,,,57.1862
133120,14195.9,63.3502,3358.99,3547.45,5927.09,15894,,,63.3502
1536,604.158,14.3152,3183.96,3867.1,5898.93,15895,,,14.3152
1920,718.216,15.4206,3848.42,3872.7,5898.66,15896,,,15.4206
3328,1064.81,18.5237,2916.49,4028.41,5902.01,15897,,,18.5237
1984,735.231,15.5901,2211.21,4156.52,5902.29,15898,,,15.5901
2176,787.393,16.0776,2841.54,4241.57,5902.11,15899,,,16.0776
6912,2640.81,23.6339,3149.14,4243.14,5909.78,15900,,,23.6339
1408,574.603,13.906,3434.23,4520.01,5898.75,15901,,,13.906
118720,13457.5,60.9783,2391.9,1492.67,5928.43,15902,,,60.9783
7232,1797.18,23.9931,2455.27,1649.72,5909.09,15903,,,23.9931
45376,6230.49,44.253,3821.34,1964.86,5920.56,15904,,,44.253
1984,738.395,15.5901,3868.76,2362.33,5906.16,15905,,,15.5901
1728,660.852,14.8884,3573.62,3122.81,5903.23,15906,,,14.8884
2688,911.313,17.2508,2897.34,4282.91,5905.69,15907,,,17.2508
8640,2227.22,25.4588,4024.82,4463.46,5910.58,15908,,,25.4588
3008,959.918,17.9099,3126.87,1153.23,5909.31,15909,,,17.9099
307008,26395,83.6984,3466.75,1309.34,5946.12,15910,,,83.6984
14592,3724.32,30.3183,2452.68,1466.93,5929.14,15911,,,30.3183
2240,1023.05,16.2337,2626.61,2343.45,5905.67,15912,,,16.2337
36352,5624.03,41.1001,2965.72,2391.91,5922.57,15913,,,41.1001
14080,2796.62,29.9595,3783.83,2514.39,5915.57,15914,,,29.9595
93504,10789.1,56.3133,3281.55,3104.59,5932.47,15915,,,56.3133
1536,604.158,14.3152,2754.96,3140.1,5906.93,15916,,,14.3152
1664,648.799,14.7023,3547.57,3775.72,5910.32,15917,,,14.7023
4224,1500.38,20.0559,3348.96,3879.47,5910.81,15918,,,20.0559
1728,808.321,14.8884,3131.4,4122.21,5913.6,15919,,,14.8884
10560,2637.35,27.22,2452.8,4214.06,5915.49,15920,,,27.22
5120,1420.75,21.3841,3791.51,4255.15,5910.78,15921,,,21.3841
2496,874.979,16.8299,3763.37,1186.08,5915.03,15922,,,16.8299
12608,2615.6,28.8768,2571.44,1457.52,5918.22,15923,,,28.8768
34240,5128.23,40.2883,2202.75,1662.99,5926.68,15924,,,40.2883
1472,603.948,14.1136,2633.04,1768.67,5910.76,15925,,,14.1136
6144,1620,22.724,2905.5,2243.27,5916.97,15926,,,22.724
8192,2469.29,25.011,3571.11,3147.26,5925.99,15927,,,25.011
1472,601.425,14.1136,2865.22,3773.02,5910.76,15928,,,14.1136
2816,1267.99,17.5204,3906.32,3962.19,5923.57,15929,,,17.5204
2432,858.478,16.6848,2696.54,4114.05,5910.93,15930,,,16.6848
7488,1833.02,24.2729,2377.21,4262.73,5915.72,15931,,,24.2729
1920,721.614,15.4206,2496.16,4259.1,5912.93,15932,,,15.4206
9856,2212.8,26.6012,3310.77,4383.28,5917.66,15933,,,26.6012
1344,589.662,13.692,3855.15,1712.63,5917.98,15934,,,13.692
52352,6928.96,46.4136,2207.05,1745.3,5934.74,15935,,,46.4136
3200,1229.24,18.2831,2597.2,1907.82,5922.29,15936,,,18.2831
5504,1505.48,21.9058,3976.07,2125.34,5920.23,15937,,,21.9058
1344,553.517,13.692,2335.72,2502.34,5917.79,15938,,,13.692
5632,1527.75,22.0744,3280.23,3785.01,5918.61,15939,,,22.0744
1344,582.941,13.692,3404.29,4028.63,5916.07,15940,,,13.692
288640,26252.5,81.9948,3747.46,4119.29,5954.06,15941,,,81.9948
4544,1696.62,20.5501,2854.28,4131.1,5922.09,15942,,,20.5501
1856,702.972,15.2473,2476.2,4182.55,5915.35,15943,,,15.2473
12736,2633.9,28.9742,3891.6,4189.27,5922.99,15944,,,28.9742
2304,1039.65,16.3868,2474.51,4223.66,5923.15,15945,,,16.3868
6336,1642.65,22.9583,3902.59,4283.91,5920.02,15946,,,22.9583
3072,1057.88,18.036,2758.29,1546.27,5920.51,15947,,,18.036
5248,1485.52,21.5608,2567.64,1708.47,5924.44,15948,,,21.5608
18944,3427.2,33.0743,3205,3041.94,5930.13,15949,,,33.0743
9472,2162.75,26.2511,4008.63,3345.24,5928.31,15950,,,26.2511
2880,959.839,17.6522,3504.65,3479.1,5920.71,15951,,,17.6522
1344,556.76,13.692,3054.58,3853.77,5919.31,15952,,,13.692
6016,1610.35,22.5651,3586.4,4047.74,5925.53,15953,,,22.5651
90688,10207.5,55.7422,2728.51,4065.58,5942.39,15954,,,55.7422
5568,1474.77,21.9904,2255.42,4114.73,5926.52,15955,,,21.9904
49088,6665.48,45.4282,3451.78,4199.29,5938.07,15956,,,45.4282
3136,1004.79,18.1604,2307.77,4256.74,5920.65,15957,,,18.1604
7872,1899.04,24.681,3176.39,4589.77,5927,15958,,,24.681
123648,12582.2,61.8106,3236.4,1610.49,5950.54,15959,,,61.8106
4736,1330.28,20.8355,3601.77,1640.13,5925.58,15960,,,20.8355
19968,3683.27,33.6598,2643.02,1856.14,5933.29,15961,,,33.6598
8128,1928.41,24.9457,3632.97,1959.86,5928.25,15962,,,24.9457
2176,783.481,16.0776,3800.37,2311.22,5923.99,15963,,,16.0776
1344,568.577,13.692,3555.34,3076.63,5923.69,15964,,,13.692
2240,789.888,16.2337,3640.78,3117.05,5925.22,15965,,,16.2337
1984,766.177,15.5901,2951.6,3444.78,5923.32,15966,,,15.5901
1664,661.493,14.7023,2397.42,3545.26,5923.55,15967,,,14.7023
6336,1665.7,22.9583,3834.47,3687.43,5927.62,15968,,,22.9583
7232,1987.39,23.9931,3402.96,3875.6,5930.26,15969,,,23.9931
3968,1276.49,19.6422,2474.57,4202.46,5927.25,15970,,,19.6422
16320,3104.78,31.4708,3241.12,1282.8,5936.99,15971,,,31.4708
296256,22381.5,82.7097,2654.83,1403.53,5966.09,15972,,,82.7097
3072,1018.08,18.036,3029.29,1535.02,5930.68,15973,,,18.036
3776,1130.75,19.3202,2334.48,3984.8,5929.91,15974,,,19.3202
10752,2337.67,27.384,3146.46,4093.34,5933.76,15975,,,27.384
7616,2030.41,24.4105,2878.52,4137.42,5932.34,15976,,,24.4105
6080,1648.37,22.6448,3258.03,4334.13,5932.83,15977,,,22.6448
7296,1833.2,24.0637,2503.69,4361.91,5934.55,15978,,,24.0637
152192,16349.9,66.2416,2386.28,1255.99,5980.86,15979,,,66.2416
1408,567.908,13.906,3442.77,1671.28,5931.11,15980,,,13.906
87360,10349.9,55.0518,2933.97,1805.86,5954.63,15981,,,55.0518
3712,1179.45,19.2104,3472.34,2006.76,5932.03,15982,,,19.2104
6784,1715.38,23.4871,2645.33,2018.73,5936.89,15983,,,23.4871
10944,2388.4,27.546,2423.56,2398.75,5941.01,15984,,,27.546
1536,619.217,14.3152,2922.46,2664.94,5931.93,15985,,,14.3152
2560,878.869,16.9726,2428.86,3299.1,5932.53,15986,,,16.9726
2880,966.56,17.6522,2349.98,3577.41,5935.29,15987,,,17.6522
105920,11915.7,58.7029,3205.24,3780.64,5951.34,15988,,,58.7029
2368,839.272,16.5372,3333.12,3859.86,5931.47,15989,,,16.5372
1344,562.68,13.692,2901.24,3920.06,5931.12,15990,,,13.692
1856,705.519,15.2473,2343.23,3953.45,5932.03,15991,,,15.2473
1472,595.714,14.1136,3498.61,4459.1,5933.71,15992,,,14.1136
7168,1789.59,23.9221,2863.31,1200.35,5940.32,15993,,,23.9221
4544,1298.68,20.5501,3410.11,1411.89,5938.31,15994,,,20.5501
